# script: ch05_single_direction_grid.py
# seeds: 42, 7, 123, 2024, 5
# n_starts: 20
# max_iter: 300
# n_rand: 20
# index_fun: plain
seed,n,p,sigma,dist,angle_deg,MSS_dVar,MSS_PCA,MSS_FastICA,MSS_random,dvar_obj,dvar_random_mean,restart_spread,beats_PCA,beats_FastICA,beats_random
5,200,5,1.0,gaussian_mix,21.939500896953298,0.1395974066907434,0.09852614886709943,0.0985261488671001,0.7627404699450272,0.9089097832485137,0.6806693410719948,0.0011205354453464045,False,False,True
5,200,20,1.0,gaussian_mix,27.68435506217588,0.2158534077649128,0.27873769971900086,0.27873769971900086,0.9368109031166482,0.9979486500001009,0.6572579837434968,0.0119855555096543,True,True,True
5,200,50,1.0,gaussian_mix,35.91808483368311,0.3441324209176094,0.248584598982161,0.24858459898215912,0.9813497650747905,1.1488188248159248,0.6428509991695961,0.00026615235875437904,False,False,True
5,200,5,2.0,gaussian_mix,6.292751894365209,0.012014038806977045,0.016744142895008585,0.01674414289500814,0.7627404699450272,1.5362836267571558,0.8283814507866903,0.00025391268071284223,True,True,True
5,200,20,2.0,gaussian_mix,10.3379032912402,0.03220339806099315,0.037511466353967404,0.037511466353967626,0.9368109031166482,1.6097038117334161,0.7011599698207189,0.001268857881234542,True,True,True
5,200,50,2.0,gaussian_mix,16.263127842332405,0.07842742963983218,0.06418548299337246,0.06418548299337268,0.9813497650747905,1.7317802944272938,0.6607075062188937,0.00036050059388137434,False,False,True
5,200,5,4.0,gaussian_mix,2.0058922411215923,0.0012251591066900769,0.0032024763639574294,0.0032024763639585396,0.7627404699450272,3.049921250885535,1.2636935246045706,0.0002940279787968514,True,True,True
5,200,20,4.0,gaussian_mix,4.931609589102371,0.00739025377902125,0.006876196093139386,0.006876196093138054,0.9368109031166482,3.1041360406710696,0.8558190763112004,0.0002691352571653205,False,False,True
5,200,50,4.0,gaussian_mix,7.41875883726757,0.016672043157132332,0.015537479758349515,0.015537479758349959,0.9813497650747905,3.2001169095380955,0.7244405006102426,0.001814498167562295,False,False,True
5,200,5,0.5,t3,57.674259026736614,0.7140616434884635,0.6751870544503408,0.6751870544503437,0.8680533702409242,0.7146856769835346,0.6328599719233717,0.012202449443511676,False,False,True
5,200,20,0.5,t3,51.72764032166228,0.6163431790459735,0.4667406582941134,0.4667406582941137,0.9611780561970384,0.8717421530306476,0.6424812197335968,0.05265419357223844,False,False,True
5,200,50,0.5,t3,69.45918820799541,0.8768870964104888,0.8278681044749393,0.8278681044749402,0.9858188081636982,1.039749179327422,0.6392762142416765,0.06022947617046359,False,False,True
5,200,5,1.0,t3,26.97805256101532,0.20579756206693656,0.024971199668998856,0.024971199668998634,0.8680533702409242,0.8073803500116495,0.6647237788481526,0.0010649960151256632,False,False,True
5,200,20,1.0,t3,38.182902038544036,0.38213891596127914,0.10721908271834446,0.10721908271834568,0.9611780561970384,0.9660775663390376,0.6595232749374268,0.00029641801176594207,False,False,True
5,200,50,1.0,t3,62.09372827138588,0.7809511480382926,0.3625237105763086,0.3625237105763095,0.9858188081636982,1.0739824190025111,0.6460823349610398,0.08348875312457005,False,False,True
5,200,5,2.0,t3,8.01332288933542,0.019433297484945933,0.006208164798021554,0.0062081647980206656,0.8680533702409242,1.1870166991968796,0.7635087118495497,0.00017139925085740693,False,False,True
5,200,20,2.0,t3,13.393983660269996,0.053659756248120694,0.02252289257039608,0.022522892570396302,0.9611780561970384,1.3131736252108335,0.705209777213959,0.0007379190689627002,False,False,True
5,200,50,2.0,t3,22.18282166469029,0.14255395239986068,0.06520897322668706,0.06520897322668862,0.9858188081636982,1.3090588130049288,0.6687949302199633,0.000468855238324295,False,False,True
5,200,5,4.0,t3,3.5588837198130565,0.003853219341970915,0.0017455612969834444,0.0017455612969832224,0.8680533702409242,2.11962237857288,1.0281414378133849,0.000639632806666679,False,False,True
5,200,20,4.0,t3,6.234523921994401,0.01179360548904429,0.005553720575346532,0.0055537205753467545,0.9611780561970384,2.216343562469259,0.825831348000133,0.0009160170939237489,False,False,True
5,200,50,4.0,t3,9.809447589693406,0.029026612347279324,0.01420050576986398,0.01420050576986287,0.9858188081636982,2.2047129917400135,0.7386746948218543,0.00027498620779375926,False,False,True
5,200,5,0.5,uniform,14.035201716794923,0.058814973474173526,0.01568888098601595,0.01568888098601595,0.7961081117805675,0.7751723787865886,0.6401679238510077,0.00019625379790999542,False,False,True
5,200,20,0.5,uniform,82.43539665113694,0.9826698562409465,0.8917961217088055,0.8917961217087995,0.9506637075343182,0.8774003001541364,0.6417831246444192,0.019176869766121984,False,False,False
5,200,50,0.5,uniform,83.09975280360581,0.9855661108101441,0.9782924176798607,0.9782924176798606,0.9792168949685317,1.033468130399229,0.6431250991509959,0.05126186123908616,False,False,False
5,200,5,1.0,uniform,3.6762747054349085,0.004111256591402435,0.0036649881705066445,0.0036649881705064224,0.7961081117805675,0.9913002980134353,0.6884885384881775,0.000970613053668079,False,False,True
5,200,20,1.0,uniform,22.692203944857788,0.14882660337580933,0.2230140569060305,0.2230140569060307,0.9506637075343182,1.0186297733683023,0.6560476429658163,0.0013965227573971006,True,True,True
5,200,50,1.0,uniform,53.613265150062105,0.6480751757300568,0.4246185573930197,0.42461855739302057,0.9792168949685317,1.0838140845216548,0.645040440712008,0.02815817206199034,False,False,True
5,200,5,2.0,uniform,4.050008357874837,0.004988191695348032,0.001358562101864691,0.0013585621018638028,0.7961081117805675,1.6085239880788857,0.8498416999893539,0.0007103476050929203,False,False,True
5,200,20,2.0,uniform,10.645894301530953,0.03412836115059403,0.03193887440109844,0.031938874401099104,0.9506637075343182,1.598979833596968,0.7051394123408304,0.00019153908415869836,False,False,True
5,200,50,2.0,uniform,20.89815208250072,0.12724050376572438,0.0794779610775036,0.07947796107750227,0.9792168949685317,1.5752689356450211,0.6555007354210037,0.01237952136006415,False,False,True
5,200,5,4.0,uniform,2.8489319753836995,0.0024703639907707187,0.00049860458013673,0.000498604580136508,0.7961081117805675,2.9961310737424824,1.2940404424545335,0.0029068557804818873,False,False,True
5,200,20,4.0,uniform,5.002841765363629,0.007604738546962864,0.006496229525126851,0.006496229525127295,0.9506637075343182,2.9695401798599965,0.8624033346429562,0.0005297259787311326,False,False,True
5,200,50,4.0,uniform,10.0313959736631,0.030341386147168525,0.01878580064009827,0.01878580064009705,0.9792168949685317,2.9026676906799618,0.700241525715197,0.00024891802226356674,False,False,True
5,200,5,0.5,skewed,60.1448823236561,0.7521866891311961,0.16274694272412404,0.1627469427241206,0.8088144150527328,0.7243250436273447,0.649263892287173,0.015778103247654718,False,False,True
5,200,20,0.5,skewed,79.91224297795465,0.9693202519409472,0.9049999156941274,0.9049999156941286,0.9711735087744096,0.8400561630851924,0.6306468728761557,0.0379557861296651,False,False,True
5,200,50,0.5,skewed,69.13130710262458,0.873101978548606,0.860945770673526,0.8609457706735253,0.9870473076156593,1.0387220185856574,0.6480776579632284,0.07452226038544474,False,False,True
5,200,5,1.0,skewed,10.201971385922493,0.03137099974314328,0.012233528958033535,0.012233528958034201,0.8088144150527328,0.8779091126876897,0.7022143240827571,0.0006084607241004791,False,False,True
5,200,20,1.0,skewed,55.804926332991066,0.6841422164822009,0.3060688750841506,0.3060688750841495,0.9711735087744096,0.8796590002189814,0.6376028748778303,0.06144508119413461,False,False,True
5,200,50,1.0,skewed,56.44615823571234,0.6945002065166497,0.37303221959776267,0.37303221959776345,0.9870473076156593,1.0864290325723416,0.6555657637578085,0.09008947744382356,False,False,True
5,200,5,2.0,skewed,3.8238954707690618,0.004447560415865803,0.0025235143423063544,0.0025235143423063544,0.8088144150527328,1.3850519186833496,0.8638687390545243,0.0074587173110169935,False,False,True
5,200,20,2.0,skewed,14.634239386386886,0.06383081309474636,0.04573737327665828,0.045737373276658055,0.9711735087744096,1.2508036848533548,0.6743259964004905,0.0026080058791408955,False,False,True
5,200,50,2.0,skewed,21.577292201769524,0.13524449710964437,0.09478831895723838,0.09478831895723983,0.9870473076156593,1.3907265672878288,0.6793928390152182,0.0008011041095674631,False,False,True
5,200,5,4.0,skewed,2.302096448927341,0.0016134965799240453,0.0005948992965645328,0.0005948992965643107,0.8088144150527328,2.548190850801181,1.2862274836798417,0.0071753276588042425,False,False,True
5,200,20,4.0,skewed,6.617038569520361,0.013278541442139136,0.009160614294460134,0.009160614294459912,0.9711735087744096,2.3609801386029954,0.7993277360262263,0.001374104698688594,False,False,True
5,200,50,4.0,skewed,9.107212000698143,0.025053303871161225,0.021292074623688317,0.021292074623688095,0.9870473076156593,2.488115321397896,0.7543930450616474,0.0022680582021115114,False,False,True
5,200,5,0.5,chisq,34.964209863528914,0.3284030775726071,0.27755870888565415,0.2775587088856528,0.7927173037230196,0.7378992788911742,0.6387970842789906,0.005451641731222812,False,False,True
5,200,20,0.5,chisq,33.94917681406948,0.31187455678869314,0.24813876960845138,0.24813876960845138,0.9338486462447395,0.9342361172333683,0.6430782782444664,0.00023453578030974143,False,False,True
5,200,50,0.5,chisq,83.03791362303578,0.9853075221926774,0.9945959141524542,0.994595914152455,0.9755651714389104,1.0424972236915937,0.6361462827855127,0.05202550824210228,True,True,False
5,200,5,1.0,chisq,9.857233535035276,0.029307300539715864,0.02022463494122606,0.020224634941225395,0.7927173037230196,0.8994474039200309,0.6820521727331537,0.000945213071794182,False,False,True
5,200,20,1.0,chisq,21.742691522854187,0.13722502185983476,0.0919446889254315,0.09194468892543095,0.9338486462447395,1.0958160615360362,0.6581257717858267,0.0011451410715588306,False,False,True
5,200,50,1.0,chisq,47.69661237188477,0.5469952934659834,0.3889568619690851,0.3889568619690875,0.9755651714389104,1.0731954068500351,0.6409040571088201,0.06536088399800621,False,False,True
5,200,5,2.0,chisq,4.424417572413841,0.005951186269305797,0.0016068423666095732,0.0016068423666100173,0.7927173037230196,1.3757382290411235,0.8191244554394617,0.00048687336772434975,False,False,True
5,200,20,2.0,chisq,11.279991483759627,0.038260802546706385,0.01977355315036966,0.019773553150370105,0.9338486462447395,1.5725717416053735,0.7046579984514748,0.00015485233345291505,False,False,True
5,200,50,2.0,chisq,19.820401904155908,0.11497045047879773,0.06301239422572824,0.06301239422572968,0.9755651714389104,1.4326536445411293,0.6595282805863555,0.0010052373010636106,False,False,True
5,200,5,4.0,chisq,1.505974067971307,0.0006907004007195017,0.00019530650650867454,0.00019530650650911863,0.7927173037230196,2.531453269483489,1.1996788133429246,0.0006787023641221523,False,False,True
5,200,20,4.0,chisq,6.457277342032962,0.012647774425676883,0.004173404086752042,0.004173404086752264,0.9338486462447395,2.7040965461729565,0.8429465545247947,0.0011163964155511685,False,False,True
5,200,50,4.0,chisq,9.125164321401131,0.025151335044849232,0.013374618905351854,0.013374618905351632,0.9755651714389104,2.5250066594021563,0.7241182696896029,0.00017870037642087055,False,False,True
5,200,5,0.5,gaussian,32.062300303780496,0.28179224372506984,0.3182689154747562,0.3182689154747548,0.7300708106633551,0.7672891435672573,0.6358931764924286,0.002587559423230301,True,True,True
5,200,20,0.5,gaussian,78.4275031072606,0.9597565577196411,0.8896128311780735,0.8896128311780742,0.9549661056967566,0.867938332552533,0.6265575409157238,0.017705480781169736,False,False,False
5,200,50,0.5,gaussian,82.45994950784967,0.9827815233681806,0.9518047167742353,0.9518047167742348,0.9832539110211836,1.0342474685513088,0.6306534109681194,0.07702362498159487,False,False,True
5,200,5,1.0,gaussian,14.5212914028979,0.06287042490938222,0.09318409211375556,0.09318409211375622,0.7300708106633551,0.9615023915473753,0.6864032231663416,0.0005494117842896884,True,True,True
5,200,20,1.0,gaussian,28.629347370726,0.2295765820500093,0.3057411431936743,0.3057411431936743,0.9549661056967566,0.9889588972416055,0.6309958382824349,0.0009376542675200161,True,True,True
5,200,50,1.0,gaussian,40.016925552485134,0.41346684503130304,0.3255272702475436,0.32552727024754524,0.9832539110211836,1.1010591614159808,0.635680073635396,0.07086857291569992,False,False,True
5,200,5,2.0,gaussian,7.172216391501243,0.01558805364246496,0.018212939717036192,0.018212939717037524,0.7300708106633551,1.4872212004379957,0.8420277365720213,0.00013929565561743296,True,True,True
5,200,20,2.0,gaussian,14.27360813934628,0.060788201231430805,0.02633330980472015,0.026333309804718374,0.9549661056967566,1.4844309820842252,0.6514073457220858,0.004023778641177422,False,False,True
5,200,50,2.0,gaussian,17.77253922275316,0.0931708058302625,0.06403426221246733,0.06403426221246789,0.9832539110211836,1.5445539910221102,0.6574725572119658,0.00024158534909091145,False,False,True
5,200,5,4.0,gaussian,3.1405721461434295,0.003001492723275434,0.003502763982373147,0.003502763982373147,0.7300708106633551,2.6836937804807213,1.2436087888702223,0.00019726521029062027,True,True,True
5,200,20,4.0,gaussian,5.496668870967171,0.009175318117742082,0.005413469911608959,0.005413469911609403,0.9549661056967566,2.6904898800948303,0.7286617875177908,0.0035068721874842446,False,False,True
5,200,50,4.0,gaussian,8.473018835738833,0.021710153301471857,0.015237654659375544,0.015237654659376543,0.9832539110211836,2.7243570494996288,0.7374567293387745,0.00044875426930435225,False,False,True
5,500,20,2.0,gaussian_mix,7.219439120734436,0.01579290559592683,0.013849408321416345,0.013849408321417456,0.9490961513503665,1.5689251858559345,0.6810238649093926,0.00045891564915234717,False,False,True
