# script: ch04_fair_comparison.py
# seeds: 42, 7, 123, 2024, 5
# arms: sy-full, sy-seed, sy-rand1, sy-rand5, sy-rand500, pp-rand1, pp-default, pp-probe500, adam-dcor2, sqp-dcor2
# replicates: 20 at (100, 6), 8 at (500, 20)
# n_perturb: 500
# n_probes: 500
# n_restarts: 5
# max_iter: 150
# sqp_max_iter: 1000
# sqp_tol: 0.0001
part,seed,model,nonlinearity,noise,n,p,d,arm,seconds,nfev,delta_m,dcor2_u_sum,dcor2_u_mean,dcov_v,angle
sy_small,15,C(1),,0.0,100,6,1,sy-full,0.05,57,0.222797,0.220592,0.220592,0.368826,12.8734
sy_small,15,C(1),,0.0,100,6,1,sy-seed,0.012,111,0.219923,0.220957,0.220957,0.369744,12.7045
sy_small,15,C(1),,0.0,100,6,1,sy-rand1,0.011,110,0.222272,0.220825,0.220825,0.369481,12.8425
sy_small,15,C(1),,0.0,100,6,1,sy-rand5,0.057,118,0.22117,0.220795,0.220795,0.369533,12.7778
sy_small,15,C(1),,0.0,100,6,1,sy-rand500,0.056,151,0.221329,0.22079,0.22079,0.369576,12.7871
sy_small,15,C(1),,0.0,100,6,1,pp-rand1,0.007,-1,0.179562,0.225731,0.225731,0.370314,10.3442
sy_small,15,C(1),,0.0,100,6,1,pp-default,0.035,-1,0.181259,0.225748,0.225748,0.370212,10.4431
sy_small,15,C(1),,0.0,100,6,1,pp-probe500,0.055,-1,0.180847,0.225757,0.225757,0.370082,10.4191
sy_small,15,C(1),,0.0,100,6,1,adam-dcor2,0.066,-1,0.180528,0.225751,0.225751,0.370089,10.4005
sy_small,15,C(1),,0.0,100,6,1,sqp-dcor2,0.035,467,0.180802,0.225755,0.225755,0.370157,10.4165
sy_small,16,C(1),,0.0,100,6,1,sy-full,0.051,73,0.172453,0.295213,0.295213,0.605324,9.9305
sy_small,16,C(1),,0.0,100,6,1,sy-seed,0.011,90,0.172277,0.295228,0.295228,0.605363,9.9203
sy_small,16,C(1),,0.0,100,6,1,sy-rand1,0.011,119,0.174067,0.295202,0.295202,0.605438,10.0244
sy_small,16,C(1),,0.0,100,6,1,sy-rand5,0.058,109,0.172511,0.295199,0.295199,0.605427,9.9339
sy_small,16,C(1),,0.0,100,6,1,sy-rand500,0.055,118,0.173622,0.295219,0.295219,0.60542,9.9985
sy_small,16,C(1),,0.0,100,6,1,pp-rand1,0.007,-1,0.147571,0.299459,0.299459,0.59277,8.4862
sy_small,16,C(1),,0.0,100,6,1,pp-default,0.032,-1,0.149565,0.299468,0.299468,0.593023,8.6017
sy_small,16,C(1),,0.0,100,6,1,pp-probe500,0.053,-1,0.151678,0.29948,0.29948,0.592738,8.7242
sy_small,16,C(1),,0.0,100,6,1,adam-dcor2,0.051,-1,0.150873,0.299487,0.299487,0.592619,8.6775
sy_small,16,C(1),,0.0,100,6,1,sqp-dcor2,0.032,410,0.148789,0.299474,0.299474,0.592658,8.5568
sy_small,17,C(1),,0.0,100,6,1,sy-full,0.053,112,0.049662,0.297205,0.297205,0.477794,2.8466
sy_small,17,C(1),,0.0,100,6,1,sy-seed,0.01,90,0.050305,0.297268,0.297268,0.478017,2.8835
sy_small,17,C(1),,0.0,100,6,1,sy-rand1,0.019,192,0.050337,0.297245,0.297245,0.477936,2.8853
sy_small,17,C(1),,0.0,100,6,1,sy-rand5,0.086,154,0.050487,0.297265,0.297265,0.478004,2.8939
sy_small,17,C(1),,0.0,100,6,1,sy-rand500,0.067,252,0.051806,0.297206,0.297206,0.477916,2.9696
sy_small,17,C(1),,0.0,100,6,1,pp-rand1,0.007,-1,0.057901,0.297843,0.297843,0.479339,3.3194
sy_small,17,C(1),,0.0,100,6,1,pp-default,0.034,-1,0.057901,0.297843,0.297843,0.479339,3.3194
sy_small,17,C(1),,0.0,100,6,1,pp-probe500,0.051,-1,0.058515,0.297848,0.297848,0.479141,3.3546
sy_small,17,C(1),,0.0,100,6,1,adam-dcor2,0.057,-1,0.057231,0.297855,0.297855,0.479104,3.2809
sy_small,17,C(1),,0.0,100,6,1,sqp-dcor2,0.027,348,0.057444,0.297856,0.297856,0.479096,3.2931
sy_small,18,C(1),,0.0,100,6,1,sy-full,0.049,79,0.252312,0.252174,0.252174,0.641145,14.6143
sy_small,18,C(1),,0.0,100,6,1,sy-seed,0.012,112,0.251763,0.252174,0.252174,0.641117,14.5818
sy_small,18,C(1),,0.0,100,6,1,sy-rand1,0.017,172,0.251756,0.252172,0.252172,0.641119,14.5815
sy_small,18,C(1),,0.0,100,6,1,sy-rand5,0.067,167,0.251682,0.252175,0.252175,0.641118,14.5771
sy_small,18,C(1),,0.0,100,6,1,sy-rand500,0.051,109,0.252254,0.252162,0.252162,0.641155,14.611
sy_small,18,C(1),,0.0,100,6,1,pp-rand1,0.005,-1,0.236858,0.252419,0.252419,0.639138,13.7012
sy_small,18,C(1),,0.0,100,6,1,pp-default,0.028,-1,0.234573,0.252517,0.252517,0.639049,13.5664
sy_small,18,C(1),,0.0,100,6,1,pp-probe500,0.044,-1,0.235553,0.252504,0.252504,0.639216,13.6242
sy_small,18,C(1),,0.0,100,6,1,adam-dcor2,0.051,-1,0.23611,0.252518,0.252518,0.639204,13.6571
sy_small,18,C(1),,0.0,100,6,1,sqp-dcor2,0.026,341,0.23541,0.252497,0.252497,0.639357,13.6158
sy_small,19,C(1),,0.0,100,6,1,sy-full,0.049,81,0.239126,0.327905,0.327905,0.758656,13.835
sy_small,19,C(1),,0.0,100,6,1,sy-seed,0.014,134,0.237631,0.327902,0.327902,0.758522,13.7468
sy_small,19,C(1),,0.0,100,6,1,sy-rand1,0.011,112,0.238957,0.32786,0.32786,0.758732,13.825
sy_small,19,C(1),,0.0,100,6,1,sy-rand5,0.07,151,0.238079,0.327913,0.327913,0.75857,13.7732
sy_small,19,C(1),,0.0,100,6,1,sy-rand500,0.051,95,0.242032,0.327843,0.327843,0.758775,14.0065
sy_small,19,C(1),,0.0,100,6,1,pp-rand1,0.007,-1,0.240531,0.328408,0.328408,0.758567,13.9179
sy_small,19,C(1),,0.0,100,6,1,pp-default,0.029,-1,0.240531,0.328408,0.328408,0.758567,13.9179
sy_small,19,C(1),,0.0,100,6,1,pp-probe500,0.045,-1,0.240531,0.328408,0.328408,0.758567,13.9179
sy_small,19,C(1),,0.0,100,6,1,adam-dcor2,0.052,-1,0.238157,0.328416,0.328416,0.758527,13.7778
sy_small,19,C(1),,0.0,100,6,1,sqp-dcor2,0.029,360,0.239626,0.32841,0.32841,0.758659,13.8644
sy_small,0,C(3),,0.0,100,6,1,sy-full,0.051,82,0.187757,0.243133,0.243133,1.574181,10.8219
sy_small,0,C(3),,0.0,100,6,1,sy-seed,0.013,125,0.199292,0.242585,0.242585,1.572988,11.4956
sy_small,0,C(3),,0.0,100,6,1,sy-rand1,0.013,133,0.199144,0.242693,0.242693,1.573647,11.4869
sy_small,0,C(3),,0.0,100,6,1,sy-rand5,0.063,118,0.187853,0.243109,0.243109,1.57354,10.8275
sy_small,0,C(3),,0.0,100,6,1,sy-rand500,0.051,117,0.204723,0.242581,0.242581,1.572197,11.8133
sy_small,0,C(3),,0.0,100,6,1,pp-rand1,0.007,-1,0.217499,0.244977,0.244977,1.56083,12.5622
sy_small,0,C(3),,0.0,100,6,1,pp-default,0.032,-1,0.212794,0.245024,0.245024,1.563375,12.2861
sy_small,0,C(3),,0.0,100,6,1,pp-probe500,0.047,-1,0.212687,0.245026,0.245026,1.563353,12.2798
sy_small,0,C(3),,0.0,100,6,1,adam-dcor2,0.049,-1,0.206713,0.245032,0.245032,1.562937,11.9298
sy_small,0,C(3),,0.0,100,6,1,sqp-dcor2,0.025,311,0.209591,0.245014,0.245014,1.562596,12.0984
sy_small,1,C(3),,0.0,100,6,1,sy-full,0.049,84,0.170259,0.357925,0.357925,2.952747,9.8029
sy_small,1,C(3),,0.0,100,6,1,sy-seed,0.01,94,0.171703,0.357912,0.357912,2.952813,9.8868
sy_small,1,C(3),,0.0,100,6,1,sy-rand1,0.012,117,0.172405,0.357872,0.357872,2.953166,9.9277
sy_small,1,C(3),,0.0,100,6,1,sy-rand5,0.07,142,0.169968,0.357927,0.357927,2.952723,9.7859
sy_small,1,C(3),,0.0,100,6,1,sy-rand500,0.05,98,0.169477,0.3579,0.3579,2.952912,9.7574
sy_small,1,C(3),,0.0,100,6,1,pp-rand1,0.007,-1,0.173495,0.358567,0.358567,2.949202,9.9911
sy_small,1,C(3),,0.0,100,6,1,pp-default,0.034,-1,0.167815,0.358596,0.358596,2.949297,9.6608
sy_small,1,C(3),,0.0,100,6,1,pp-probe500,0.059,-1,0.165425,0.3586,0.3586,2.949166,9.522
sy_small,1,C(3),,0.0,100,6,1,adam-dcor2,0.075,-1,0.165093,0.358597,0.358597,2.949073,9.5026
sy_small,1,C(3),,0.0,100,6,1,sqp-dcor2,0.033,394,0.167721,0.358601,0.358601,2.949586,9.6553
sy_small,2,C(3),,0.0,100,6,1,sy-full,0.07,311,0.241256,0.345073,0.345073,2.088901,13.9607
sy_small,2,C(3),,0.0,100,6,1,sy-seed,0.028,279,0.242067,0.345134,0.345134,2.088786,14.0086
sy_small,2,C(3),,0.0,100,6,1,sy-rand1,0.013,132,0.240712,0.344953,0.344953,2.088983,13.9286
sy_small,2,C(3),,0.0,100,6,1,sy-rand5,0.06,124,0.239878,0.344899,0.344899,2.089068,13.8793
sy_small,2,C(3),,0.0,100,6,1,sy-rand500,0.05,109,0.243872,0.344992,0.344992,2.088852,14.1152
sy_small,2,C(3),,0.0,100,6,1,pp-rand1,0.008,-1,0.293571,0.346818,0.346818,2.068492,17.0719
sy_small,2,C(3),,0.0,100,6,1,pp-default,0.036,-1,0.296584,0.346876,0.346876,2.069048,17.2525
sy_small,2,C(3),,0.0,100,6,1,pp-probe500,0.051,-1,0.295247,0.346881,0.346881,2.069335,17.1723
sy_small,2,C(3),,0.0,100,6,1,adam-dcor2,0.06,-1,0.295921,0.346881,0.346881,2.069371,17.2128
sy_small,2,C(3),,0.0,100,6,1,sqp-dcor2,0.031,405,0.294921,0.346864,0.346864,2.069382,17.1528
sy_small,3,C(3),,0.0,100,6,1,sy-full,0.051,96,0.113285,0.284237,0.284237,2.325527,6.5047
sy_small,3,C(3),,0.0,100,6,1,sy-seed,0.011,97,0.118844,0.283995,0.283995,2.324601,6.8254
sy_small,3,C(3),,0.0,100,6,1,sy-rand1,0.014,132,0.117138,0.284327,0.284327,2.325496,6.727
sy_small,3,C(3),,0.0,100,6,1,sy-rand5,0.069,125,0.114883,0.284207,0.284207,2.325004,6.5969
sy_small,3,C(3),,0.0,100,6,1,sy-rand500,0.052,119,0.113061,0.284353,0.284353,2.32563,6.4918
sy_small,3,C(3),,0.0,100,6,1,pp-rand1,0.006,-1,0.094369,0.285105,0.285105,2.324857,5.415
sy_small,3,C(3),,0.0,100,6,1,pp-default,0.029,-1,0.094369,0.285105,0.285105,2.324857,5.415
sy_small,3,C(3),,0.0,100,6,1,pp-probe500,0.047,-1,0.094369,0.285105,0.285105,2.324857,5.415
sy_small,3,C(3),,0.0,100,6,1,adam-dcor2,0.061,-1,0.09369,0.285109,0.285109,2.324816,5.3759
sy_small,3,C(3),,0.0,100,6,1,sqp-dcor2,0.028,361,0.093751,0.285108,0.285108,2.325422,5.3794
sy_small,4,C(3),,0.0,100,6,1,sy-full,0.053,112,0.224524,0.288432,0.288432,2.32422,12.9749
sy_small,4,C(3),,0.0,100,6,1,sy-seed,0.011,100,0.224834,0.288396,0.288396,2.324387,12.9931
sy_small,4,C(3),,0.0,100,6,1,sy-rand1,0.018,180,0.224737,0.288409,0.288409,2.324274,12.9874
sy_small,4,C(3),,0.0,100,6,1,sy-rand5,0.123,494,0.223272,0.288451,0.288451,2.323961,12.9013
sy_small,4,C(3),,0.0,100,6,1,sy-rand500,0.066,246,0.220198,0.288228,0.288228,2.323918,12.7207
sy_small,4,C(3),,0.0,100,6,1,pp-rand1,0.011,-1,0.227432,0.289035,0.289035,2.315399,13.1459
sy_small,4,C(3),,0.0,100,6,1,pp-default,0.041,-1,0.231261,0.289041,0.289041,2.315988,13.3713
sy_small,4,C(3),,0.0,100,6,1,pp-probe500,0.062,-1,0.226821,0.289055,0.289055,2.315634,13.11
sy_small,4,C(3),,0.0,100,6,1,adam-dcor2,0.07,-1,0.227814,0.289047,0.289047,2.315895,13.1684
sy_small,4,C(3),,0.0,100,6,1,sqp-dcor2,0.035,460,0.224716,0.289047,0.289047,2.315211,12.9862
sy_small,5,C(3),,0.0,100,6,1,sy-full,0.05,99,0.109597,0.297968,0.297968,2.363036,6.2921
sy_small,5,C(3),,0.0,100,6,1,sy-seed,0.011,99,0.109181,0.297991,0.297991,2.363086,6.2681
sy_small,5,C(3),,0.0,100,6,1,sy-rand1,0.012,118,0.109195,0.297888,0.297888,2.363045,6.2689
sy_small,5,C(3),,0.0,100,6,1,sy-rand5,0.073,159,0.10955,0.297963,0.297963,2.363055,6.2894
sy_small,5,C(3),,0.0,100,6,1,sy-rand500,0.068,307,0.109156,0.297991,0.297991,2.362955,6.2667
sy_small,5,C(3),,0.0,100,6,1,pp-rand1,0.011,-1,0.166814,0.303725,0.303725,2.349709,9.6026
sy_small,5,C(3),,0.0,100,6,1,pp-default,0.047,-1,0.166016,0.303727,0.303727,2.349809,9.5562
sy_small,5,C(3),,0.0,100,6,1,pp-probe500,0.062,-1,0.166814,0.303725,0.303725,2.349709,9.6026
sy_small,5,C(3),,0.0,100,6,1,adam-dcor2,0.07,-1,0.166527,0.303718,0.303718,2.349512,9.5859
sy_small,5,C(3),,0.0,100,6,1,sqp-dcor2,0.039,520,0.16481,0.303718,0.303718,2.350345,9.4862
sy_small,6,C(3),,0.0,100,6,1,sy-full,0.051,97,0.103093,0.221343,0.221343,3.113683,5.9173
sy_small,6,C(3),,0.0,100,6,1,sy-seed,0.012,112,0.103217,0.221411,0.221411,3.114302,5.9244
sy_small,6,C(3),,0.0,100,6,1,sy-rand1,0.016,168,0.102128,0.221398,0.221398,3.113807,5.8617
sy_small,6,C(3),,0.0,100,6,1,sy-rand5,0.074,160,0.102267,0.221375,0.221375,3.113707,5.8697
sy_small,6,C(3),,0.0,100,6,1,sy-rand500,0.056,133,0.10372,0.221398,0.221398,3.114223,5.9534
sy_small,6,C(3),,0.0,100,6,1,pp-rand1,0.006,-1,0.126975,0.223803,0.223803,3.127031,7.2948
sy_small,6,C(3),,0.0,100,6,1,pp-default,0.032,-1,0.125796,0.223842,0.223842,3.129466,7.2267
sy_small,6,C(3),,0.0,100,6,1,pp-probe500,0.053,-1,0.126172,0.223843,0.223843,3.128836,7.2485
sy_small,6,C(3),,0.0,100,6,1,adam-dcor2,0.071,-1,0.123846,0.223848,0.223848,3.127148,7.1141
sy_small,6,C(3),,0.0,100,6,1,sqp-dcor2,0.036,391,0.126147,0.223844,0.223844,3.129733,7.247
sy_small,7,C(3),,0.0,100,6,1,sy-full,0.055,89,0.302307,0.227862,0.227862,3.620247,17.5962
sy_small,7,C(3),,0.0,100,6,1,sy-seed,0.013,125,0.301471,0.228219,0.228219,3.620005,17.546
sy_small,7,C(3),,0.0,100,6,1,sy-rand1,0.016,143,0.30144,0.228223,0.228223,3.620331,17.5441
sy_small,7,C(3),,0.0,100,6,1,sy-rand5,0.071,153,0.301856,0.228042,0.228042,3.62015,17.5691
sy_small,7,C(3),,0.0,100,6,1,sy-rand500,0.057,115,0.302334,0.22769,0.22769,3.619606,17.5978
sy_small,7,C(3),,0.0,100,6,1,pp-rand1,0.008,-1,0.200008,0.311915,0.311915,3.363253,11.5374
sy_small,7,C(3),,0.0,100,6,1,pp-default,0.035,-1,0.197158,0.311961,0.311961,3.365944,11.3708
sy_small,7,C(3),,0.0,100,6,1,pp-probe500,0.046,-1,0.197375,0.311949,0.311949,3.364425,11.3835
sy_small,7,C(3),,0.0,100,6,1,adam-dcor2,0.06,-1,0.198764,0.311962,0.311962,3.366088,11.4647
sy_small,7,C(3),,0.0,100,6,1,sqp-dcor2,0.024,306,0.1989,0.311963,0.311963,3.366675,11.4726
sy_small,8,C(3),,0.0,100,6,1,sy-full,0.055,101,0.167883,0.38777,0.38777,3.001383,9.6647
sy_small,8,C(3),,0.0,100,6,1,sy-seed,0.013,110,0.167206,0.387728,0.387728,3.001405,9.6254
sy_small,8,C(3),,0.0,100,6,1,sy-rand1,0.016,164,0.167427,0.387699,0.387699,3.001426,9.6382
sy_small,8,C(3),,0.0,100,6,1,sy-rand5,0.072,159,0.167556,0.387729,0.387729,3.001398,9.6458
sy_small,8,C(3),,0.0,100,6,1,sy-rand500,0.061,161,0.167877,0.387794,0.387794,3.001504,9.6644
sy_small,8,C(3),,0.0,100,6,1,pp-rand1,0.009,-1,0.207541,0.390507,0.390507,2.999197,11.9783
sy_small,8,C(3),,0.0,100,6,1,pp-default,0.036,-1,0.207541,0.390507,0.390507,2.999197,11.9783
sy_small,8,C(3),,0.0,100,6,1,pp-probe500,0.055,-1,0.208664,0.390509,0.390509,2.999198,12.0441
sy_small,8,C(3),,0.0,100,6,1,adam-dcor2,0.071,-1,0.209267,0.390511,0.390511,2.99907,12.0794
sy_small,8,C(3),,0.0,100,6,1,sqp-dcor2,0.034,405,0.209084,0.390511,0.390511,2.999095,12.0687
sy_small,9,C(3),,0.0,100,6,1,sy-full,0.057,94,0.25058,0.295749,0.295749,2.526502,14.5118
sy_small,9,C(3),,0.0,100,6,1,sy-seed,0.009,89,0.25119,0.295801,0.295801,2.526849,14.5479
sy_small,9,C(3),,0.0,100,6,1,sy-rand1,0.012,128,0.251451,0.295683,0.295683,2.526383,14.5634
sy_small,9,C(3),,0.0,100,6,1,sy-rand5,0.098,216,0.250877,0.29577,0.29577,2.52657,14.5294
sy_small,9,C(3),,0.0,100,6,1,sy-rand500,0.057,175,0.250994,0.295771,0.295771,2.526584,14.5363
sy_small,9,C(3),,0.0,100,6,1,pp-rand1,0.01,-1,0.235841,0.300891,0.300891,2.535576,13.6412
sy_small,9,C(3),,0.0,100,6,1,pp-default,0.037,-1,0.235841,0.300891,0.300891,2.535576,13.6412
sy_small,9,C(3),,0.0,100,6,1,pp-probe500,0.049,-1,0.235841,0.300891,0.300891,2.535576,13.6412
sy_small,9,C(3),,0.0,100,6,1,adam-dcor2,0.062,-1,0.236186,0.300894,0.300894,2.535661,13.6616
sy_small,9,C(3),,0.0,100,6,1,sqp-dcor2,0.034,429,0.236128,0.300884,0.300884,2.535547,13.6581
sy_small,10,C(3),,0.0,100,6,1,sy-full,0.053,108,0.088358,0.285445,0.285445,2.486698,5.0692
sy_small,10,C(3),,0.0,100,6,1,sy-seed,0.013,99,0.108114,0.284053,0.284053,2.490095,6.2066
sy_small,10,C(3),,0.0,100,6,1,sy-rand1,0.017,175,0.108073,0.284052,0.284052,2.488958,6.2042
sy_small,10,C(3),,0.0,100,6,1,sy-rand5,0.082,158,0.108412,0.284044,0.284044,2.4898,6.2238
sy_small,10,C(3),,0.0,100,6,1,sy-rand500,0.065,270,0.108058,0.284047,0.284047,2.490076,6.2034
sy_small,10,C(3),,0.0,100,6,1,pp-rand1,0.009,-1,0.072312,0.288356,0.288356,2.478989,4.1468
sy_small,10,C(3),,0.0,100,6,1,pp-default,0.04,-1,0.072312,0.288356,0.288356,2.478989,4.1468
sy_small,10,C(3),,0.0,100,6,1,pp-probe500,0.066,-1,0.073459,0.288358,0.288358,2.478584,4.2127
sy_small,10,C(3),,0.0,100,6,1,adam-dcor2,0.066,-1,0.07319,0.288352,0.288352,2.47858,4.1972
sy_small,10,C(3),,0.0,100,6,1,sqp-dcor2,0.033,433,0.07333,0.288359,0.288359,2.478832,4.2053
sy_small,11,C(3),,0.0,100,6,1,sy-full,0.055,105,0.173862,0.367387,0.367387,2.222939,10.0124
sy_small,11,C(3),,0.0,100,6,1,sy-seed,0.009,86,0.160454,0.366294,0.366294,2.225565,9.2333
sy_small,11,C(3),,0.0,100,6,1,sy-rand1,0.014,145,0.169513,0.367152,0.367152,2.223565,9.7595
sy_small,11,C(3),,0.0,100,6,1,sy-rand5,0.084,146,0.169375,0.366992,0.366992,2.224331,9.7515
sy_small,11,C(3),,0.0,100,6,1,sy-rand500,0.053,129,0.173604,0.367116,0.367116,2.224319,9.9974
sy_small,11,C(3),,0.0,100,6,1,pp-rand1,0.006,-1,0.1832,0.368898,0.368898,2.206376,10.5562
sy_small,11,C(3),,0.0,100,6,1,pp-default,0.036,-1,0.186269,0.368977,0.368977,2.203075,10.7351
sy_small,11,C(3),,0.0,100,6,1,pp-probe500,0.056,-1,0.186944,0.368978,0.368978,2.204365,10.7745
sy_small,11,C(3),,0.0,100,6,1,adam-dcor2,0.062,-1,0.185578,0.368983,0.368983,2.204515,10.6948
sy_small,11,C(3),,0.0,100,6,1,sqp-dcor2,0.035,440,0.188117,0.368983,0.368983,2.20248,10.8429
sy_small,12,C(3),,0.0,100,6,1,sy-full,0.05,73,0.122424,0.346244,0.346244,2.388104,7.032
sy_small,12,C(3),,0.0,100,6,1,sy-seed,0.008,71,0.119873,0.346252,0.346252,2.388167,6.8848
sy_small,12,C(3),,0.0,100,6,1,sy-rand1,0.017,174,0.119392,0.346241,0.346241,2.388117,6.857
sy_small,12,C(3),,0.0,100,6,1,sy-rand5,0.077,161,0.120957,0.346262,0.346262,2.388296,6.9473
sy_small,12,C(3),,0.0,100,6,1,sy-rand500,0.057,159,0.121888,0.346259,0.346259,2.388295,7.0011
sy_small,12,C(3),,0.0,100,6,1,pp-rand1,0.01,-1,0.130097,0.346597,0.346597,2.390565,7.4752
sy_small,12,C(3),,0.0,100,6,1,pp-default,0.039,-1,0.130097,0.346597,0.346597,2.390565,7.4752
sy_small,12,C(3),,0.0,100,6,1,pp-probe500,0.062,-1,0.130671,0.346598,0.346598,2.390874,7.5083
sy_small,12,C(3),,0.0,100,6,1,adam-dcor2,0.071,-1,0.130276,0.346595,0.346595,2.390981,7.4855
sy_small,12,C(3),,0.0,100,6,1,sqp-dcor2,0.031,397,0.129939,0.346595,0.346595,2.390564,7.4661
sy_small,13,C(3),,0.0,100,6,1,sy-full,0.049,68,0.214289,0.334866,0.334866,2.595053,12.3738
sy_small,13,C(3),,0.0,100,6,1,sy-seed,0.013,121,0.216434,0.334872,0.334872,2.594133,12.4997
sy_small,13,C(3),,0.0,100,6,1,sy-rand1,0.013,130,0.214856,0.334855,0.334855,2.594241,12.4071
sy_small,13,C(3),,0.0,100,6,1,sy-rand5,0.091,177,0.21654,0.334882,0.334882,2.59417,12.5059
sy_small,13,C(3),,0.0,100,6,1,sy-rand500,0.053,116,0.213362,0.334886,0.334886,2.594857,12.3194
sy_small,13,C(3),,0.0,100,6,1,pp-rand1,0.011,-1,0.215466,0.335,0.335,2.598115,12.4429
sy_small,13,C(3),,0.0,100,6,1,pp-default,0.035,-1,0.215466,0.335,0.335,2.598115,12.4429
sy_small,13,C(3),,0.0,100,6,1,pp-probe500,0.05,-1,0.215864,0.335001,0.335001,2.598116,12.4662
sy_small,13,C(3),,0.0,100,6,1,adam-dcor2,0.061,-1,0.215204,0.335003,0.335003,2.598431,12.4275
sy_small,13,C(3),,0.0,100,6,1,sqp-dcor2,0.035,433,0.21594,0.335003,0.335003,2.598146,12.4707
sy_small,14,C(3),,0.0,100,6,1,sy-full,0.05,86,0.173102,0.304578,0.304578,2.996197,9.9682
sy_small,14,C(3),,0.0,100,6,1,sy-seed,0.012,98,0.171682,0.30451,0.30451,2.996741,9.8856
sy_small,14,C(3),,0.0,100,6,1,sy-rand1,0.013,125,0.171975,0.304461,0.304461,2.996959,9.9027
sy_small,14,C(3),,0.0,100,6,1,sy-rand5,0.085,205,0.171833,0.304705,0.304705,2.99629,9.8944
sy_small,14,C(3),,0.0,100,6,1,sy-rand500,0.053,108,0.170356,0.304279,0.304279,2.997389,9.8085
sy_small,14,C(3),,0.0,100,6,1,pp-rand1,0.007,-1,0.210318,0.313409,0.313409,2.924597,12.141
sy_small,14,C(3),,0.0,100,6,1,pp-default,0.034,-1,0.213248,0.313464,0.313464,2.926438,12.3128
sy_small,14,C(3),,0.0,100,6,1,pp-probe500,0.048,-1,0.214973,0.313457,0.313457,2.927114,12.4139
sy_small,14,C(3),,0.0,100,6,1,adam-dcor2,0.061,-1,0.214995,0.31347,0.31347,2.925514,12.4152
sy_small,14,C(3),,0.0,100,6,1,sqp-dcor2,0.028,354,0.214848,0.31347,0.31347,2.925337,12.4066
sy_small,15,C(3),,0.0,100,6,1,sy-full,0.061,162,0.000467,0.27526,0.27526,1.49299,0.0268
sy_small,15,C(3),,0.0,100,6,1,sy-seed,0.013,118,0.002364,0.275417,0.275417,1.492925,0.1355
sy_small,15,C(3),,0.0,100,6,1,sy-rand1,0.02,200,0.001585,0.275355,0.275355,1.492962,0.0908
sy_small,15,C(3),,0.0,100,6,1,sy-rand5,0.123,282,5e-05,0.275224,0.275224,1.493004,0.0028
sy_small,15,C(3),,0.0,100,6,1,sy-rand500,0.064,255,0.000852,0.275292,0.275292,1.492986,0.0488
sy_small,15,C(3),,0.0,100,6,1,pp-rand1,0.005,-1,0.081356,0.27861,0.27861,1.48345,4.6665
sy_small,15,C(3),,0.0,100,6,1,pp-default,0.034,-1,0.07098,0.278687,0.278687,1.484445,4.0703
sy_small,15,C(3),,0.0,100,6,1,pp-probe500,0.046,-1,0.069744,0.278692,0.278692,1.484455,3.9993
sy_small,15,C(3),,0.0,100,6,1,adam-dcor2,0.053,-1,0.069115,0.278693,0.278693,1.484436,3.9631
sy_small,15,C(3),,0.0,100,6,1,sqp-dcor2,0.03,360,0.069433,0.278689,0.278689,1.484318,3.9814
sy_small,16,C(3),,0.0,100,6,1,sy-full,0.051,96,0.391225,0.225849,0.225849,4.817403,23.0308
sy_small,16,C(3),,0.0,100,6,1,sy-seed,0.009,82,0.390993,0.225949,0.225949,4.81704,23.0163
sy_small,16,C(3),,0.0,100,6,1,sy-rand1,0.015,145,0.391228,0.22594,0.22594,4.817134,23.031
sy_small,16,C(3),,0.0,100,6,1,sy-rand5,0.063,111,0.391177,0.225945,0.225945,4.817191,23.0278
sy_small,16,C(3),,0.0,100,6,1,sy-rand500,0.051,113,0.391523,0.22577,0.22577,4.817513,23.0493
sy_small,16,C(3),,0.0,100,6,1,pp-rand1,0.006,-1,0.240781,0.274705,0.274705,4.347079,13.9326
sy_small,16,C(3),,0.0,100,6,1,pp-default,0.03,-1,0.232714,0.274793,0.274793,4.363534,13.4569
sy_small,16,C(3),,0.0,100,6,1,pp-probe500,0.049,-1,0.233725,0.274803,0.274803,4.366024,13.5165
sy_small,16,C(3),,0.0,100,6,1,adam-dcor2,0.057,-1,0.232734,0.274806,0.274806,4.368263,13.4581
sy_small,16,C(3),,0.0,100,6,1,sqp-dcor2,0.03,394,0.232574,0.274805,0.274805,4.36866,13.4486
sy_small,17,C(3),,0.0,100,6,1,sy-full,0.056,150,0.225947,0.281425,0.281425,2.147916,13.0586
sy_small,17,C(3),,0.0,100,6,1,sy-seed,0.01,90,0.225203,0.28139,0.28139,2.147484,13.0148
sy_small,17,C(3),,0.0,100,6,1,sy-rand1,0.013,127,0.226126,0.281308,0.281308,2.147004,13.0691
sy_small,17,C(3),,0.0,100,6,1,sy-rand5,0.067,150,0.226501,0.281456,0.281456,2.148246,13.0912
sy_small,17,C(3),,0.0,100,6,1,sy-rand500,0.054,133,0.228382,0.281417,0.281417,2.148509,13.2018
sy_small,17,C(3),,0.0,100,6,1,pp-rand1,0.008,-1,0.243,0.28194,0.28194,2.155951,14.0636
sy_small,17,C(3),,0.0,100,6,1,pp-default,0.038,-1,0.244234,0.281978,0.281978,2.156134,14.1366
sy_small,17,C(3),,0.0,100,6,1,pp-probe500,0.059,-1,0.243144,0.281978,0.281978,2.155959,14.0722
