# script: ch04_shengyin_2016_design.py
# seeds: 20260813
# replicates: accuracy block: 100 at n=100, 25 at n=500; scaling block: 5 at each p
# n_perturb: 500
# n_restarts: 5
# max_iter: 150
# scaling_block: model A part 1, n=500, p in {6, 20, 50, 100}
# methods: dCor-PP (this thesis), Sheng-Yin (SQP), SIR, OLS
# design_source: wu2021mm pp.12-13, restating Sheng & Yin (2016)
block,model,part,n,p,d,rep,method,angle,delta_m,dcor2_u,seconds
accuracy,B,3,100,6,2,5,SIR,9.7354,0.199517,0.211542,0.0
accuracy,B,3,100,6,2,5,OLS,8.9737,,0.341156,0.0
accuracy,B,3,100,6,2,6,dCor-PP (this thesis),9.8879,0.309061,0.243624,0.074
accuracy,B,3,100,6,2,6,Sheng-Yin (SQP),8.7994,0.237383,0.231899,0.065
accuracy,B,3,100,6,2,6,SIR,15.0248,0.376799,0.224486,0.0
accuracy,B,3,100,6,2,6,OLS,27.7873,,0.344072,0.0
accuracy,B,3,100,6,2,7,dCor-PP (this thesis),9.0916,0.304145,0.249344,0.074
accuracy,B,3,100,6,2,7,Sheng-Yin (SQP),9.8046,0.289348,0.201831,0.064
accuracy,B,3,100,6,2,7,SIR,17.7254,0.415264,0.241338,0.0
accuracy,B,3,100,6,2,7,OLS,15.6414,,0.36464,0.0
accuracy,B,3,100,6,2,8,dCor-PP (this thesis),14.5297,0.299463,0.229557,0.073
accuracy,B,3,100,6,2,8,Sheng-Yin (SQP),11.8462,0.244832,0.22191,0.068
accuracy,B,3,100,6,2,8,SIR,14.0228,0.312562,0.212462,0.0
accuracy,B,3,100,6,2,8,OLS,8.5899,,0.282234,0.0
accuracy,B,3,100,6,2,9,dCor-PP (this thesis),3.8228,0.132396,0.26992,0.082
accuracy,B,3,100,6,2,9,Sheng-Yin (SQP),3.1599,0.082992,0.250124,0.056
accuracy,B,3,100,6,2,9,SIR,13.0814,0.338082,0.229976,0.0
accuracy,B,3,100,6,2,9,OLS,16.7137,,0.394302,0.001
accuracy,B,3,100,6,2,10,dCor-PP (this thesis),13.7526,0.326686,0.186944,0.06
accuracy,B,3,100,6,2,10,Sheng-Yin (SQP),10.2801,0.320041,0.184334,0.07
accuracy,B,3,100,6,2,10,SIR,25.1746,0.634382,0.145079,0.0
accuracy,B,3,100,6,2,10,OLS,24.4746,,0.181106,0.0
accuracy,B,3,100,6,2,11,dCor-PP (this thesis),15.6852,0.407311,0.139653,0.083
accuracy,B,3,100,6,2,11,Sheng-Yin (SQP),12.5449,0.340425,0.14828,0.065
accuracy,B,3,100,6,2,11,SIR,21.6431,0.523655,0.124781,0.0
accuracy,B,3,100,6,2,11,OLS,28.4811,,0.178314,0.0
accuracy,B,3,100,6,2,12,dCor-PP (this thesis),8.2076,0.27764,0.264323,0.07
accuracy,B,3,100,6,2,12,Sheng-Yin (SQP),7.0164,0.213397,0.251433,0.068
accuracy,B,3,100,6,2,12,SIR,16.2337,0.439559,0.227254,0.0
accuracy,B,3,100,6,2,12,OLS,11.1949,,0.283016,0.0
accuracy,B,3,100,6,2,13,dCor-PP (this thesis),5.0343,0.168414,0.253515,0.066
accuracy,B,3,100,6,2,13,Sheng-Yin (SQP),14.1388,0.4304,0.251087,0.067
accuracy,B,3,100,6,2,13,SIR,15.5507,0.3057,0.24767,0.0
accuracy,B,3,100,6,2,13,OLS,13.2553,,0.344348,0.001
accuracy,B,3,100,6,2,14,dCor-PP (this thesis),5.5315,0.191625,0.26699,0.084
accuracy,B,3,100,6,2,14,Sheng-Yin (SQP),6.5618,0.175751,0.256195,0.062
accuracy,B,3,100,6,2,14,SIR,17.3788,0.389284,0.228255,0.0
accuracy,B,3,100,6,2,14,OLS,17.7777,,0.412827,0.0
accuracy,B,3,100,6,2,15,dCor-PP (this thesis),17.0803,0.476446,0.193156,0.066
accuracy,B,3,100,6,2,15,Sheng-Yin (SQP),14.8391,0.445554,0.20836,0.07
accuracy,B,3,100,6,2,15,SIR,20.7845,0.571959,0.183377,0.0
accuracy,B,3,100,6,2,15,OLS,20.2618,,0.231877,0.0
accuracy,B,3,100,6,2,16,dCor-PP (this thesis),7.7108,0.233055,0.230091,0.061
accuracy,B,3,100,6,2,16,Sheng-Yin (SQP),7.5123,0.208859,0.210595,0.073
accuracy,B,3,100,6,2,16,SIR,11.4788,0.282177,0.211512,0.0
accuracy,B,3,100,6,2,16,OLS,19.7093,,0.305466,0.0
accuracy,B,3,100,6,2,17,dCor-PP (this thesis),2.424,0.080139,0.25628,0.064
accuracy,B,3,100,6,2,17,Sheng-Yin (SQP),3.2286,0.099893,0.222705,0.06
accuracy,B,3,100,6,2,17,SIR,9.8529,0.263181,0.242073,0.0
accuracy,B,3,100,6,2,17,OLS,11.5185,,0.377404,0.0
accuracy,B,3,100,6,2,18,dCor-PP (this thesis),13.5467,0.276641,0.200074,0.067
accuracy,B,3,100,6,2,18,Sheng-Yin (SQP),3.8797,0.123095,0.197745,0.071
accuracy,B,3,100,6,2,18,SIR,18.4899,0.486408,0.191319,0.0
accuracy,B,3,100,6,2,18,OLS,6.2068,,0.287385,0.0
accuracy,B,3,100,6,2,19,dCor-PP (this thesis),4.5542,0.154033,0.17727,0.072
accuracy,B,3,100,6,2,19,Sheng-Yin (SQP),3.2093,0.073346,0.184852,0.071
accuracy,B,3,100,6,2,19,SIR,24.0035,0.603916,0.147717,0.0
accuracy,B,3,100,6,2,19,OLS,19.8217,,0.208336,0.0
accuracy,B,3,100,6,2,20,dCor-PP (this thesis),14.2609,0.426633,0.222502,0.066
accuracy,B,3,100,6,2,20,Sheng-Yin (SQP),21.0803,0.512131,0.216084,0.068
accuracy,B,3,100,6,2,20,SIR,29.4398,0.723315,0.201443,0.0
accuracy,B,3,100,6,2,20,OLS,28.2972,,0.31226,0.0
accuracy,B,3,100,6,2,21,dCor-PP (this thesis),5.5572,0.192357,0.202762,0.076
accuracy,B,3,100,6,2,21,Sheng-Yin (SQP),2.0108,0.066261,0.191342,0.064
accuracy,B,3,100,6,2,21,SIR,12.1973,0.323713,0.194061,0.0
accuracy,B,3,100,6,2,21,OLS,8.9583,,0.292251,0.0
accuracy,B,3,100,6,2,22,dCor-PP (this thesis),11.2979,0.24582,0.191717,0.071
accuracy,B,3,100,6,2,22,Sheng-Yin (SQP),9.2129,0.249942,0.182441,0.063
accuracy,B,3,100,6,2,22,SIR,16.7771,0.471514,0.171944,0.0
accuracy,B,3,100,6,2,22,OLS,22.4292,,0.234224,0.0
accuracy,B,3,100,6,2,23,dCor-PP (this thesis),18.9003,0.430088,0.230558,0.059
accuracy,B,3,100,6,2,23,Sheng-Yin (SQP),14.5792,0.437075,0.218201,0.071
accuracy,B,3,100,6,2,23,SIR,19.7106,0.510474,0.210923,0.0
accuracy,B,3,100,6,2,23,OLS,26.4773,,0.30062,0.001
accuracy,B,3,100,6,2,24,dCor-PP (this thesis),15.4595,0.372574,0.160563,0.065
accuracy,B,3,100,6,2,24,Sheng-Yin (SQP),3.0439,0.104268,0.144785,0.062
accuracy,B,3,100,6,2,24,SIR,7.5093,0.209719,0.138757,0.0
accuracy,B,3,100,6,2,24,OLS,9.4376,,0.269225,0.0
accuracy,B,3,100,6,2,25,dCor-PP (this thesis),5.0219,0.158389,0.180338,0.07
accuracy,B,3,100,6,2,25,Sheng-Yin (SQP),6.5088,0.187456,0.17443,0.059
accuracy,B,3,100,6,2,25,SIR,19.4651,0.509855,0.172402,0.0
accuracy,B,3,100,6,2,25,OLS,18.4722,,0.237845,0.0
accuracy,B,3,100,6,2,26,dCor-PP (this thesis),10.0898,0.322426,0.138904,0.066
accuracy,B,3,100,6,2,26,Sheng-Yin (SQP),12.3327,0.364557,0.141259,0.075
accuracy,B,3,100,6,2,26,SIR,47.5236,0.992148,0.088654,0.0
accuracy,B,3,100,6,2,26,OLS,15.1573,,0.127487,0.0
accuracy,B,3,100,6,2,27,dCor-PP (this thesis),4.9076,0.170237,0.193418,0.082
accuracy,B,3,100,6,2,27,Sheng-Yin (SQP),1.5804,0.048206,0.192799,0.068
accuracy,B,3,100,6,2,27,SIR,9.9137,0.235182,0.185533,0.0
accuracy,B,3,100,6,2,27,OLS,12.4864,,0.271353,0.0
accuracy,B,3,100,6,2,28,dCor-PP (this thesis),12.6302,0.295815,0.25133,0.059
accuracy,B,3,100,6,2,28,Sheng-Yin (SQP),4.2617,0.137497,0.245295,0.067
accuracy,B,3,100,6,2,28,SIR,14.4217,0.299059,0.228405,0.0
accuracy,B,3,100,6,2,28,OLS,12.5229,,0.426383,0.0
accuracy,B,3,100,6,2,29,dCor-PP (this thesis),6.8488,0.14756,0.199198,0.06
accuracy,B,3,100,6,2,29,Sheng-Yin (SQP),3.2243,0.101117,0.183302,0.066
accuracy,B,3,100,6,2,29,SIR,5.8139,0.173882,0.175893,0.0
accuracy,B,3,100,6,2,29,OLS,14.7687,,0.240762,0.0
accuracy,B,3,100,6,2,30,dCor-PP (this thesis),15.9707,0.474233,0.235669,0.058
accuracy,B,3,100,6,2,30,Sheng-Yin (SQP),11.8287,0.377037,0.210018,0.057
accuracy,B,3,100,6,2,30,SIR,19.1399,0.458514,0.162659,0.0
accuracy,B,3,100,6,2,30,OLS,11.9884,,0.331979,0.0
accuracy,B,3,100,6,2,31,dCor-PP (this thesis),12.8466,0.419584,0.212802,0.064
accuracy,B,3,100,6,2,31,Sheng-Yin (SQP),16.6467,0.486771,0.19403,0.062
accuracy,B,3,100,6,2,31,SIR,22.5748,0.61418,0.202454,0.0
accuracy,B,3,100,6,2,31,OLS,22.6684,,0.321674,0.0
accuracy,B,3,100,6,2,32,dCor-PP (this thesis),1.6667,0.054659,0.16223,0.069
accuracy,B,3,100,6,2,32,Sheng-Yin (SQP),0.0068,0.000134,0.181032,0.078
accuracy,B,3,100,6,2,32,SIR,10.8461,0.20894,0.187828,0.0
accuracy,B,3,100,6,2,32,OLS,6.6541,,0.265979,0.001
accuracy,B,3,100,6,2,33,dCor-PP (this thesis),5.0973,0.176392,0.228673,0.083
accuracy,B,3,100,6,2,33,Sheng-Yin (SQP),6.0925,0.204866,0.191932,0.068
accuracy,B,3,100,6,2,33,SIR,17.2087,0.414987,0.209295,0.0
accuracy,B,3,100,6,2,33,OLS,15.7492,,0.339948,0.0
accuracy,B,3,100,6,2,34,dCor-PP (this thesis),15.0291,0.297239,0.214256,0.056
accuracy,B,3,100,6,2,34,Sheng-Yin (SQP),5.962,0.169916,0.210482,0.071
accuracy,B,3,100,6,2,34,SIR,17.5291,0.480691,0.189738,0.0
accuracy,B,3,100,6,2,34,OLS,24.89,,0.331195,0.001
accuracy,B,3,100,6,2,35,dCor-PP (this thesis),12.0601,0.249514,0.21025,0.064
accuracy,B,3,100,6,2,35,Sheng-Yin (SQP),7.089,0.18227,0.187304,0.059
accuracy,B,3,100,6,2,35,SIR,14.29,0.396186,0.172375,0.0
accuracy,B,3,100,6,2,35,OLS,14.99,,0.277139,0.0
accuracy,B,3,100,6,2,36,dCor-PP (this thesis),2.4652,0.077045,0.195894,0.072
accuracy,B,3,100,6,2,36,Sheng-Yin (SQP),2.2778,0.073179,0.179172,0.067
accuracy,B,3,100,6,2,36,SIR,12.144,0.341806,0.198392,0.0
accuracy,B,3,100,6,2,36,OLS,11.9233,,0.252788,0.0
accuracy,B,3,100,6,2,37,dCor-PP (this thesis),4.5851,0.15729,0.204814,0.078
accuracy,B,3,100,6,2,37,Sheng-Yin (SQP),2.7652,0.084183,0.162979,0.059
accuracy,B,3,100,6,2,37,SIR,13.6906,0.41213,0.194424,0.0
accuracy,B,3,100,6,2,37,OLS,10.8984,,0.291895,0.0
accuracy,B,3,100,6,2,38,dCor-PP (this thesis),9.2611,0.312636,0.185049,0.077
accuracy,B,3,100,6,2,38,Sheng-Yin (SQP),9.1016,0.309709,0.154749,0.069
accuracy,B,3,100,6,2,38,SIR,13.6203,0.368566,0.156793,0.0
accuracy,B,3,100,6,2,38,OLS,23.3545,,0.264298,0.0
accuracy,B,3,100,6,2,39,dCor-PP (this thesis),11.9829,0.266059,0.219634,0.062
accuracy,B,3,100,6,2,39,Sheng-Yin (SQP),10.308,0.234961,0.188791,0.064
accuracy,B,3,100,6,2,39,SIR,11.1872,0.217902,0.206163,0.001
accuracy,B,3,100,6,2,39,OLS,12.0947,,0.321793,0.0
accuracy,B,3,100,6,2,40,dCor-PP (this thesis),4.4739,0.148483,0.245474,0.066
accuracy,B,3,100,6,2,40,Sheng-Yin (SQP),3.5182,0.113447,0.176543,0.066
accuracy,B,3,100,6,2,40,SIR,9.1017,0.254559,0.194577,0.0
accuracy,B,3,100,6,2,40,OLS,12.2319,,0.274561,0.0
accuracy,B,3,100,6,2,41,dCor-PP (this thesis),7.5241,0.259398,0.191042,0.078
accuracy,B,3,100,6,2,41,Sheng-Yin (SQP),5.0406,0.163057,0.173535,0.075
accuracy,B,3,100,6,2,41,SIR,18.5078,0.490297,0.154358,0.0
accuracy,B,3,100,6,2,41,OLS,19.2274,,0.239486,0.0
accuracy,B,3,100,6,2,42,dCor-PP (this thesis),9.9488,0.214917,0.218608,0.072
accuracy,B,3,100,6,2,42,Sheng-Yin (SQP),5.2694,0.1639,0.213435,0.06
accuracy,B,3,100,6,2,42,SIR,21.475,0.606776,0.174544,0.0
accuracy,B,3,100,6,2,42,OLS,19.5675,,0.225327,0.0
accuracy,B,3,100,6,2,43,dCor-PP (this thesis),5.4522,0.16088,0.188002,0.07
accuracy,B,3,100,6,2,43,Sheng-Yin (SQP),4.2474,0.111365,0.189627,0.065
accuracy,B,3,100,6,2,43,SIR,18.0193,0.490433,0.180503,0.0
accuracy,B,3,100,6,2,43,OLS,19.1198,,0.166079,0.0
accuracy,B,3,100,6,2,44,dCor-PP (this thesis),9.8141,0.330302,0.165864,0.067
accuracy,B,3,100,6,2,44,Sheng-Yin (SQP),14.6713,0.426937,0.152623,0.063
accuracy,B,3,100,6,2,44,SIR,21.2362,0.561853,0.160729,0.0
accuracy,B,3,100,6,2,44,OLS,24.6948,,0.200779,0.0
accuracy,B,3,100,6,2,45,dCor-PP (this thesis),11.6409,0.279169,0.234126,0.061
accuracy,B,3,100,6,2,45,Sheng-Yin (SQP),4.3611,0.150694,0.239209,0.069
accuracy,B,3,100,6,2,45,SIR,14.4145,0.432201,0.193265,0.0
accuracy,B,3,100,6,2,45,OLS,19.3526,,0.371528,0.0
accuracy,B,3,100,6,2,46,dCor-PP (this thesis),16.2992,0.306265,0.220541,0.068
accuracy,B,3,100,6,2,46,Sheng-Yin (SQP),15.9736,0.346926,0.217146,0.08
accuracy,B,3,100,6,2,46,SIR,18.9851,0.462367,0.218182,0.0
accuracy,B,3,100,6,2,46,OLS,24.2705,,0.304194,0.0
accuracy,B,3,100,6,2,47,dCor-PP (this thesis),2.4775,0.086186,0.250664,0.088
accuracy,B,3,100,6,2,47,Sheng-Yin (SQP),0.0181,0.000483,0.22457,0.074
accuracy,B,3,100,6,2,47,SIR,9.7208,0.178945,0.21562,0.0
accuracy,B,3,100,6,2,47,OLS,4.0605,,0.349724,0.0
accuracy,B,3,100,6,2,48,dCor-PP (this thesis),2.5011,0.08601,0.170911,0.068
accuracy,B,3,100,6,2,48,Sheng-Yin (SQP),2.7961,0.084638,0.181342,0.066
accuracy,B,3,100,6,2,48,SIR,19.7935,0.505886,0.134343,0.0
accuracy,B,3,100,6,2,48,OLS,14.7137,,0.22577,0.0
accuracy,B,3,100,6,2,49,dCor-PP (this thesis),10.6014,0.257021,0.1669,0.061
accuracy,B,3,100,6,2,49,Sheng-Yin (SQP),14.633,0.311337,0.168995,0.063
accuracy,B,3,100,6,2,49,SIR,21.6436,0.475649,0.158819,0.0
accuracy,B,3,100,6,2,49,OLS,22.1978,,0.230714,0.0
accuracy,B,3,100,6,2,50,dCor-PP (this thesis),22.6287,0.538691,0.261374,0.068
accuracy,B,3,100,6,2,50,Sheng-Yin (SQP),22.0094,0.571539,0.236769,0.067
accuracy,B,3,100,6,2,50,SIR,25.3896,0.681582,0.22421,0.0
accuracy,B,3,100,6,2,50,OLS,25.7998,,0.248191,0.0
accuracy,B,3,100,6,2,51,dCor-PP (this thesis),8.2204,0.245393,0.197641,0.062
accuracy,B,3,100,6,2,51,Sheng-Yin (SQP),6.8971,0.212193,0.175404,0.061
accuracy,B,3,100,6,2,51,SIR,11.9998,0.320912,0.186389,0.0
accuracy,B,3,100,6,2,51,OLS,17.5651,,0.266071,0.0
accuracy,B,3,100,6,2,52,dCor-PP (this thesis),17.4867,0.41236,0.193297,0.061
accuracy,B,3,100,6,2,52,Sheng-Yin (SQP),16.5321,0.384456,0.180182,0.071
accuracy,B,3,100,6,2,52,SIR,21.1248,0.537525,0.175324,0.001
accuracy,B,3,100,6,2,52,OLS,23.0469,,0.261623,0.0
accuracy,B,3,100,6,2,53,dCor-PP (this thesis),15.1236,0.38214,0.186261,0.063
accuracy,B,3,100,6,2,53,Sheng-Yin (SQP),11.3447,0.331795,0.184951,0.072
accuracy,B,3,100,6,2,53,SIR,25.2981,0.732501,0.168112,0.0
accuracy,B,3,100,6,2,53,OLS,22.9372,,0.269206,0.0
accuracy,B,3,100,6,2,54,dCor-PP (this thesis),6.5472,0.19585,0.202494,0.064
accuracy,B,3,100,6,2,54,Sheng-Yin (SQP),5.5839,0.178398,0.176955,0.074
accuracy,B,3,100,6,2,54,SIR,17.2024,0.494268,0.166252,0.0
accuracy,B,3,100,6,2,54,OLS,21.6472,,0.224937,0.0
accuracy,B,3,100,6,2,55,dCor-PP (this thesis),8.7757,0.301257,0.199232,0.073
accuracy,B,3,100,6,2,55,Sheng-Yin (SQP),10.2595,0.349401,0.189303,0.062
accuracy,B,3,100,6,2,55,SIR,25.4415,0.641895,0.18414,0.001
accuracy,B,3,100,6,2,55,OLS,19.5974,,0.279747,0.0
accuracy,B,3,100,6,2,56,dCor-PP (this thesis),4.4614,0.151757,0.223338,0.071
accuracy,B,3,100,6,2,56,Sheng-Yin (SQP),7.6119,0.204268,0.210475,0.059
accuracy,B,3,100,6,2,56,SIR,13.5872,0.287037,0.207152,0.0
accuracy,B,3,100,6,2,56,OLS,16.8738,,0.302381,0.0
accuracy,B,3,100,6,2,57,dCor-PP (this thesis),15.6481,0.318248,0.260256,0.062
accuracy,B,3,100,6,2,57,Sheng-Yin (SQP),16.7605,0.41061,0.229,0.064
accuracy,B,3,100,6,2,57,SIR,21.2933,0.534699,0.229608,0.0
accuracy,B,3,100,6,2,57,OLS,30.7784,,0.347712,0.0
accuracy,B,3,100,6,2,58,dCor-PP (this thesis),5.7891,0.185214,0.19382,0.073
accuracy,B,3,100,6,2,58,Sheng-Yin (SQP),7.4253,0.221685,0.154935,0.062
accuracy,B,3,100,6,2,58,SIR,19.1389,0.521597,0.157597,0.0
accuracy,B,3,100,6,2,58,OLS,25.775,,0.208951,0.0
accuracy,B,3,100,6,2,59,dCor-PP (this thesis),13.4629,0.252962,0.172534,0.069
accuracy,B,3,100,6,2,59,Sheng-Yin (SQP),8.6721,0.206865,0.157172,0.059
accuracy,B,3,100,6,2,59,SIR,15.469,0.383894,0.148601,0.0
accuracy,B,3,100,6,2,59,OLS,17.9308,,0.186119,0.0
accuracy,B,3,100,6,2,60,dCor-PP (this thesis),7.9173,0.210928,0.210616,0.059
accuracy,B,3,100,6,2,60,Sheng-Yin (SQP),7.1069,0.241535,0.190126,0.058
accuracy,B,3,100,6,2,60,SIR,8.9583,0.179272,0.191457,0.0
accuracy,B,3,100,6,2,60,OLS,14.8508,,0.269239,0.0
accuracy,B,3,100,6,2,61,dCor-PP (this thesis),2.0073,0.039312,0.226918,0.071
accuracy,B,3,100,6,2,61,Sheng-Yin (SQP),2.2847,0.074543,0.20466,0.061
accuracy,B,3,100,6,2,61,SIR,13.3697,0.334369,0.191691,0.001
accuracy,B,3,100,6,2,61,OLS,18.5989,,0.286407,0.0
accuracy,B,3,100,6,2,62,dCor-PP (this thesis),2.8386,0.098777,0.226094,0.088
accuracy,B,3,100,6,2,62,Sheng-Yin (SQP),1.7993,0.059251,0.193452,0.057
accuracy,B,3,100,6,2,62,SIR,8.8008,0.198744,0.208371,0.0
accuracy,B,3,100,6,2,62,OLS,14.2195,,0.329677,0.0
accuracy,B,3,100,6,2,63,dCor-PP (this thesis),16.9069,0.368622,0.241179,0.065
accuracy,B,3,100,6,2,63,Sheng-Yin (SQP),17.3343,0.354723,0.196908,0.064
accuracy,B,3,100,6,2,63,SIR,17.112,0.425851,0.218969,0.001
accuracy,B,3,100,6,2,63,OLS,25.3904,,0.318266,0.0
accuracy,B,3,100,6,2,64,dCor-PP (this thesis),3.8424,0.133307,0.242835,0.08
accuracy,B,3,100,6,2,64,Sheng-Yin (SQP),1.1822,0.039102,0.2166,0.064
accuracy,B,3,100,6,2,64,SIR,8.6523,0.242608,0.21897,0.0
accuracy,B,3,100,6,2,64,OLS,10.0341,,0.357305,0.0
accuracy,B,3,100,6,2,65,dCor-PP (this thesis),3.1563,0.109437,0.221204,0.077
accuracy,B,3,100,6,2,65,Sheng-Yin (SQP),0.0007,1.6e-05,0.206011,0.088
accuracy,B,3,100,6,2,65,SIR,6.9117,0.152215,0.233209,0.0
accuracy,B,3,100,6,2,65,OLS,5.6963,,0.357613,0.0
accuracy,B,3,100,6,2,66,dCor-PP (this thesis),7.3818,0.24102,0.193325,0.071
accuracy,B,3,100,6,2,66,Sheng-Yin (SQP),7.4252,0.227477,0.154383,0.062
accuracy,B,3,100,6,2,66,SIR,20.8463,0.600384,0.131825,0.0
accuracy,B,3,100,6,2,66,OLS,9.1219,,0.186315,0.0
accuracy,B,3,100,6,2,67,dCor-PP (this thesis),15.589,0.379093,0.237136,0.057
accuracy,B,3,100,6,2,67,Sheng-Yin (SQP),15.2624,0.468751,0.228416,0.06
accuracy,B,3,100,6,2,67,SIR,20.6314,0.562629,0.227247,0.0
accuracy,B,3,100,6,2,67,OLS,29.859,,0.323126,0.0
accuracy,B,3,100,6,2,68,dCor-PP (this thesis),6.2813,0.217025,0.198555,0.075
accuracy,B,3,100,6,2,68,Sheng-Yin (SQP),5.6405,0.180824,0.190305,0.063
accuracy,B,3,100,6,2,68,SIR,11.8245,0.296623,0.190119,0.001
accuracy,B,3,100,6,2,68,OLS,20.63,,0.293465,0.0
accuracy,B,3,100,6,2,69,dCor-PP (this thesis),8.2607,0.170656,0.192703,0.071
accuracy,B,3,100,6,2,69,Sheng-Yin (SQP),10.7777,0.278798,0.202439,0.057
accuracy,B,3,100,6,2,69,SIR,11.8305,0.256193,0.181215,0.0
accuracy,B,3,100,6,2,69,OLS,21.5627,,0.254215,0.0
accuracy,B,3,100,6,2,70,dCor-PP (this thesis),21.4643,0.497169,0.220612,0.075
accuracy,B,3,100,6,2,70,Sheng-Yin (SQP),9.4472,0.247276,0.209319,0.067
accuracy,B,3,100,6,2,70,SIR,15.5908,0.452277,0.20164,0.001
accuracy,B,3,100,6,2,70,OLS,20.305,,0.287553,0.0
accuracy,B,3,100,6,2,71,dCor-PP (this thesis),2.3487,0.0816,0.176475,0.085
accuracy,B,3,100,6,2,71,Sheng-Yin (SQP),0.8934,0.027648,0.175431,0.06
accuracy,B,3,100,6,2,71,SIR,10.7315,0.247132,0.187943,0.0
accuracy,B,3,100,6,2,71,OLS,10.7938,,0.247792,0.0
accuracy,B,3,100,6,2,72,dCor-PP (this thesis),8.9616,0.229015,0.243859,0.066
accuracy,B,3,100,6,2,72,Sheng-Yin (SQP),0.3077,0.010052,0.21352,0.068
accuracy,B,3,100,6,2,72,SIR,10.5304,0.285813,0.234757,0.0
accuracy,B,3,100,6,2,72,OLS,8.4074,,0.377551,0.0
accuracy,B,3,100,6,2,73,dCor-PP (this thesis),16.0839,0.440375,0.17786,0.076
accuracy,B,3,100,6,2,73,Sheng-Yin (SQP),14.6458,0.46376,0.180604,0.065
accuracy,B,3,100,6,2,73,SIR,19.8952,0.499318,0.170899,0.0
accuracy,B,3,100,6,2,73,OLS,33.7216,,0.192365,0.0
accuracy,B,3,100,6,2,74,dCor-PP (this thesis),21.5233,0.602468,0.219606,0.063
accuracy,B,3,100,6,2,74,Sheng-Yin (SQP),21.8775,0.671311,0.206852,0.057
accuracy,B,3,100,6,2,74,SIR,23.2558,0.611212,0.199069,0.0
accuracy,B,3,100,6,2,74,OLS,37.0786,,0.288342,0.0
accuracy,B,3,100,6,2,75,dCor-PP (this thesis),10.7196,0.226453,0.225915,0.065
accuracy,B,3,100,6,2,75,Sheng-Yin (SQP),7.9592,0.263891,0.193297,0.062
accuracy,B,3,100,6,2,75,SIR,8.3545,0.246107,0.231997,0.0
accuracy,B,3,100,6,2,75,OLS,17.7482,,0.318867,0.0
accuracy,B,3,100,6,2,76,dCor-PP (this thesis),16.9295,0.388951,0.165472,0.069
accuracy,B,3,100,6,2,76,Sheng-Yin (SQP),4.0941,0.116265,0.191097,0.061
accuracy,B,3,100,6,2,76,SIR,12.9539,0.31579,0.172711,0.001
accuracy,B,3,100,6,2,76,OLS,10.8551,,0.234536,0.0
accuracy,B,3,100,6,2,77,dCor-PP (this thesis),5.3761,0.185217,0.224203,0.081
accuracy,B,3,100,6,2,77,Sheng-Yin (SQP),11.8075,0.24783,0.212489,0.062
accuracy,B,3,100,6,2,77,SIR,17.3897,0.434524,0.194621,0.0
accuracy,B,3,100,6,2,77,OLS,18.6746,,0.330273,0.0
accuracy,B,3,100,6,2,78,dCor-PP (this thesis),5.0099,0.173657,0.225164,0.075
accuracy,B,3,100,6,2,78,Sheng-Yin (SQP),3.5955,0.122104,0.207085,0.06
accuracy,B,3,100,6,2,78,SIR,10.8651,0.279298,0.207013,0.001
accuracy,B,3,100,6,2,78,OLS,12.9379,,0.334575,0.0
accuracy,B,3,100,6,2,79,dCor-PP (this thesis),16.0757,0.480517,0.216534,0.059
accuracy,B,3,100,6,2,79,Sheng-Yin (SQP),12.1856,0.39476,0.216973,0.067
accuracy,B,3,100,6,2,79,SIR,18.024,0.528048,0.220431,0.0
accuracy,B,3,100,6,2,79,OLS,22.0269,,0.347606,0.0
accuracy,B,3,100,6,2,80,dCor-PP (this thesis),18.0017,0.570549,0.236758,0.062
accuracy,B,3,100,6,2,80,Sheng-Yin (SQP),18.5202,0.525219,0.225839,0.061
accuracy,B,3,100,6,2,80,SIR,22.5949,0.580112,0.218441,0.0
accuracy,B,3,100,6,2,80,OLS,25.6626,,0.264291,0.0
accuracy,B,3,100,6,2,81,dCor-PP (this thesis),15.616,0.32607,0.214592,0.057
accuracy,B,3,100,6,2,81,Sheng-Yin (SQP),13.3506,0.338966,0.210433,0.061
accuracy,B,3,100,6,2,81,SIR,17.0083,0.318864,0.208827,0.0
accuracy,B,3,100,6,2,81,OLS,19.0031,,0.29903,0.0
accuracy,B,3,100,6,2,82,dCor-PP (this thesis),9.1793,0.275397,0.207173,0.067
accuracy,B,3,100,6,2,82,Sheng-Yin (SQP),10.6573,0.299603,0.171892,0.067
accuracy,B,3,100,6,2,82,SIR,25.3991,0.624987,0.175155,0.0
accuracy,B,3,100,6,2,82,OLS,27.1589,,0.262233,0.0
accuracy,B,3,100,6,2,83,dCor-PP (this thesis),14.0015,0.372574,0.16759,0.064
accuracy,B,3,100,6,2,83,Sheng-Yin (SQP),12.5618,0.311303,0.136209,0.074
accuracy,B,3,100,6,2,83,SIR,21.6053,0.566341,0.119602,0.0
accuracy,B,3,100,6,2,83,OLS,21.1962,,0.219135,0.0
accuracy,B,3,100,6,2,84,dCor-PP (this thesis),5.231,0.180558,0.16608,0.072
accuracy,B,3,100,6,2,84,Sheng-Yin (SQP),5.7112,0.185877,0.124471,0.072
accuracy,B,3,100,6,2,84,SIR,22.3859,0.534712,0.108169,0.001
accuracy,B,3,100,6,2,84,OLS,23.7116,,0.221601,0.0
