# script: ch04_shengyin_2016_design.py
# seeds: 20260813
# replicates: accuracy block: 100 at n=100, 25 at n=500; scaling block: 5 at each p
# n_perturb: 500
# n_restarts: 5
# max_iter: 150
# scaling_block: model A part 1, n=500, p in {6, 20, 50, 100}
# methods: dCor-PP (this thesis), Sheng-Yin (SQP), SIR, OLS
# design_source: wu2021mm pp.12-13, restating Sheng & Yin (2016)
block,model,part,n,p,d,rep,method,angle,delta_m,dcor2_u,seconds
accuracy,B,3,100,6,2,85,dCor-PP (this thesis),8.3728,0.163051,0.161762,0.057
accuracy,B,3,100,6,2,85,Sheng-Yin (SQP),7.9485,0.185475,0.118479,0.067
accuracy,B,3,100,6,2,85,SIR,13.0021,0.268676,0.151227,0.0
accuracy,B,3,100,6,2,85,OLS,16.9506,,0.177097,0.0
accuracy,B,3,100,6,2,86,dCor-PP (this thesis),7.2996,0.251317,0.247909,0.065
accuracy,B,3,100,6,2,86,Sheng-Yin (SQP),6.4385,0.205534,0.2367,0.063
accuracy,B,3,100,6,2,86,SIR,12.4671,0.388401,0.229061,0.0
accuracy,B,3,100,6,2,86,OLS,19.1295,,0.392094,0.0
accuracy,B,3,100,6,2,87,dCor-PP (this thesis),9.773,0.20507,0.242454,0.061
accuracy,B,3,100,6,2,87,Sheng-Yin (SQP),5.6355,0.137739,0.220947,0.066
accuracy,B,3,100,6,2,87,SIR,14.2437,0.286699,0.21574,0.0
accuracy,B,3,100,6,2,87,OLS,11.5539,,0.332963,0.0
accuracy,B,3,100,6,2,88,dCor-PP (this thesis),8.4189,0.289339,0.214696,0.085
accuracy,B,3,100,6,2,88,Sheng-Yin (SQP),9.3648,0.292333,0.204447,0.052
accuracy,B,3,100,6,2,88,SIR,14.0264,0.439122,0.192058,0.0
accuracy,B,3,100,6,2,88,OLS,23.8499,,0.305385,0.0
accuracy,B,3,100,6,2,89,dCor-PP (this thesis),3.0538,0.106006,0.226409,0.076
accuracy,B,3,100,6,2,89,Sheng-Yin (SQP),0.7383,0.024684,0.213522,0.069
accuracy,B,3,100,6,2,89,SIR,16.9626,0.452369,0.185986,0.0
accuracy,B,3,100,6,2,89,OLS,19.3496,,0.255394,0.0
accuracy,B,3,100,6,2,90,dCor-PP (this thesis),5.8176,0.201445,0.232947,0.082
accuracy,B,3,100,6,2,90,Sheng-Yin (SQP),4.0765,0.138325,0.223776,0.066
accuracy,B,3,100,6,2,90,SIR,17.1445,0.349409,0.21891,0.0
accuracy,B,3,100,6,2,90,OLS,13.0931,,0.394415,0.0
accuracy,B,3,100,6,2,91,dCor-PP (this thesis),6.9669,0.240526,0.221788,0.069
accuracy,B,3,100,6,2,91,Sheng-Yin (SQP),19.6066,0.565743,0.188188,0.064
accuracy,B,3,100,6,2,91,SIR,15.6607,0.43679,0.201968,0.0
accuracy,B,3,100,6,2,91,OLS,19.0303,,0.305534,0.0
accuracy,B,3,100,6,2,92,dCor-PP (this thesis),19.1201,0.436719,0.206567,0.065
accuracy,B,3,100,6,2,92,Sheng-Yin (SQP),8.0523,0.249115,0.198925,0.064
accuracy,B,3,100,6,2,92,SIR,19.0035,0.412283,0.181441,0.0
accuracy,B,3,100,6,2,92,OLS,16.7946,,0.322887,0.0
accuracy,B,3,100,6,2,93,dCor-PP (this thesis),10.9007,0.342077,0.261609,0.059
accuracy,B,3,100,6,2,93,Sheng-Yin (SQP),12.548,0.408542,0.256201,0.07
accuracy,B,3,100,6,2,93,SIR,20.4915,0.5685,0.231444,0.0
accuracy,B,3,100,6,2,93,OLS,31.0549,,0.362725,0.0
accuracy,B,3,100,6,2,94,dCor-PP (this thesis),5.3991,0.185816,0.227095,0.071
accuracy,B,3,100,6,2,94,Sheng-Yin (SQP),7.4539,0.244081,0.210421,0.067
accuracy,B,3,100,6,2,94,SIR,13.9118,0.397231,0.198047,0.0
accuracy,B,3,100,6,2,94,OLS,18.3761,,0.326172,0.001
accuracy,B,3,100,6,2,95,dCor-PP (this thesis),9.926,0.244833,0.231942,0.071
accuracy,B,3,100,6,2,95,Sheng-Yin (SQP),0.5292,0.016697,0.21073,0.062
accuracy,B,3,100,6,2,95,SIR,12.1847,0.295521,0.198889,0.0
accuracy,B,3,100,6,2,95,OLS,9.5472,,0.322548,0.0
accuracy,B,3,100,6,2,96,dCor-PP (this thesis),11.022,0.369759,0.246492,0.063
accuracy,B,3,100,6,2,96,Sheng-Yin (SQP),14.034,0.340813,0.219319,0.072
accuracy,B,3,100,6,2,96,SIR,15.1754,0.372861,0.233119,0.0
accuracy,B,3,100,6,2,96,OLS,25.1272,,0.347982,0.0
accuracy,B,3,100,6,2,97,dCor-PP (this thesis),2.668,0.090091,0.273123,0.067
accuracy,B,3,100,6,2,97,Sheng-Yin (SQP),0.7015,0.022849,0.223799,0.087
accuracy,B,3,100,6,2,97,SIR,9.4519,0.239976,0.201227,0.0
accuracy,B,3,100,6,2,97,OLS,9.1992,,0.36602,0.0
accuracy,B,3,100,6,2,98,dCor-PP (this thesis),18.7688,0.500257,0.16652,0.066
accuracy,B,3,100,6,2,98,Sheng-Yin (SQP),16.8643,0.544431,0.165697,0.072
accuracy,B,3,100,6,2,98,SIR,35.6639,0.895918,0.153155,0.001
accuracy,B,3,100,6,2,98,OLS,33.3506,,0.207812,0.0
accuracy,B,3,100,6,2,99,dCor-PP (this thesis),19.6273,0.51481,0.20642,0.063
accuracy,B,3,100,6,2,99,Sheng-Yin (SQP),4.4621,0.114041,0.184941,0.069
accuracy,B,3,100,6,2,99,SIR,18.0342,0.38966,0.16756,0.002
accuracy,B,3,100,6,2,99,OLS,19.1046,,0.284777,0.0
accuracy,B,3,500,20,2,0,dCor-PP (this thesis),5.4347,0.183931,0.242834,1.138
accuracy,B,3,500,20,2,0,Sheng-Yin (SQP),7.0914,0.196162,0.21515,11.964
accuracy,B,3,500,20,2,0,SIR,15.8532,0.381396,0.205066,0.001
accuracy,B,3,500,20,2,0,OLS,21.1022,,0.319966,0.001
accuracy,B,3,500,20,2,1,dCor-PP (this thesis),4.247,0.145716,0.21453,1.197
accuracy,B,3,500,20,2,1,Sheng-Yin (SQP),1.2331,0.03704,0.190901,10.469
accuracy,B,3,500,20,2,1,SIR,10.3558,0.244299,0.191421,0.0
accuracy,B,3,500,20,2,1,OLS,11.7109,,0.267711,0.0
accuracy,B,3,500,20,2,2,dCor-PP (this thesis),7.9798,0.260998,0.204205,1.108
accuracy,B,3,500,20,2,2,Sheng-Yin (SQP),8.1451,0.213269,0.207827,7.399
accuracy,B,3,500,20,2,2,SIR,16.9475,0.405027,0.195541,0.0
accuracy,B,3,500,20,2,2,OLS,18.0023,,0.258226,0.0
accuracy,B,3,500,20,2,3,dCor-PP (this thesis),6.1959,0.198367,0.197722,1.082
accuracy,B,3,500,20,2,3,Sheng-Yin (SQP),5.607,0.168107,0.192866,7.629
accuracy,B,3,500,20,2,3,SIR,16.0454,0.384427,0.182198,0.001
accuracy,B,3,500,20,2,3,OLS,21.9688,,0.234958,0.0
accuracy,B,3,500,20,2,4,dCor-PP (this thesis),13.0441,0.268023,0.18834,0.953
accuracy,B,3,500,20,2,4,Sheng-Yin (SQP),7.476,0.238461,0.19354,6.858
accuracy,B,3,500,20,2,4,SIR,17.4693,0.401041,0.180428,0.0
accuracy,B,3,500,20,2,4,OLS,18.809,,0.253623,0.002
accuracy,B,3,500,20,2,5,dCor-PP (this thesis),5.8067,0.199133,0.202251,1.19
accuracy,B,3,500,20,2,5,Sheng-Yin (SQP),5.692,0.166113,0.217912,10.965
accuracy,B,3,500,20,2,5,SIR,14.7375,0.352945,0.206108,0.0
accuracy,B,3,500,20,2,5,OLS,16.7411,,0.27663,0.001
accuracy,B,3,500,20,2,6,dCor-PP (this thesis),7.0707,0.24052,0.225214,1.044
accuracy,B,3,500,20,2,6,Sheng-Yin (SQP),6.4441,0.168024,0.210923,13.406
accuracy,B,3,500,20,2,6,SIR,15.0025,0.321095,0.207098,0.0
accuracy,B,3,500,20,2,6,OLS,17.5616,,0.316959,0.0
accuracy,B,3,500,20,2,7,dCor-PP (this thesis),7.8133,0.266397,0.225153,1.184
accuracy,B,3,500,20,2,7,Sheng-Yin (SQP),10.4274,0.289726,0.201355,13.709
accuracy,B,3,500,20,2,7,SIR,18.5706,0.450516,0.209143,0.0
accuracy,B,3,500,20,2,7,OLS,25.2448,,0.305336,0.0
accuracy,B,3,500,20,2,8,dCor-PP (this thesis),6.2168,0.212804,0.225556,1.131
accuracy,B,3,500,20,2,8,Sheng-Yin (SQP),6.5226,0.188688,0.212141,13.399
accuracy,B,3,500,20,2,8,SIR,13.7008,0.301431,0.208738,0.0
accuracy,B,3,500,20,2,8,OLS,17.1539,,0.293761,0.0
accuracy,B,3,500,20,2,9,dCor-PP (this thesis),5.6189,0.191541,0.210112,1.179
accuracy,B,3,500,20,2,9,Sheng-Yin (SQP),7.1272,0.184794,0.211197,5.288
accuracy,B,3,500,20,2,9,SIR,15.7204,0.342649,0.200745,0.0
accuracy,B,3,500,20,2,9,OLS,17.9121,,0.263905,0.0
accuracy,B,3,500,20,2,10,dCor-PP (this thesis),11.5821,0.38547,0.205284,1.036
accuracy,B,3,500,20,2,10,Sheng-Yin (SQP),13.5306,0.378906,0.194243,13.268
accuracy,B,3,500,20,2,10,SIR,19.5827,0.514625,0.192603,0.001
accuracy,B,3,500,20,2,10,OLS,27.6017,,0.252413,0.0
accuracy,B,3,500,20,2,11,dCor-PP (this thesis),9.8795,0.179273,0.186371,1.128
accuracy,B,3,500,20,2,11,Sheng-Yin (SQP),5.3051,0.139107,0.189961,11.815
accuracy,B,3,500,20,2,11,SIR,12.7584,0.288148,0.180409,0.001
accuracy,B,3,500,20,2,11,OLS,15.4305,,0.219983,0.0
accuracy,B,3,500,20,2,12,dCor-PP (this thesis),5.2772,0.180299,0.237752,1.172
accuracy,B,3,500,20,2,12,Sheng-Yin (SQP),7.246,0.181972,0.233887,8.797
accuracy,B,3,500,20,2,12,SIR,15.0916,0.336865,0.223883,0.0
accuracy,B,3,500,20,2,12,OLS,15.6295,,0.329813,0.0
accuracy,B,3,500,20,2,13,dCor-PP (this thesis),9.9793,0.204849,0.233487,0.963
accuracy,B,3,500,20,2,13,Sheng-Yin (SQP),6.8714,0.198723,0.209527,12.282
accuracy,B,3,500,20,2,13,SIR,14.5706,0.320499,0.214914,0.0
accuracy,B,3,500,20,2,13,OLS,18.3639,,0.332868,0.001
accuracy,B,3,500,20,2,14,dCor-PP (this thesis),10.0111,0.203067,0.236209,0.972
accuracy,B,3,500,20,2,14,Sheng-Yin (SQP),5.9896,0.188684,0.225092,10.733
accuracy,B,3,500,20,2,14,SIR,13.6445,0.339242,0.214675,0.0
accuracy,B,3,500,20,2,14,OLS,19.4004,,0.309602,0.002
accuracy,B,3,500,20,2,15,dCor-PP (this thesis),12.3293,0.350402,0.192101,0.934
accuracy,B,3,500,20,2,15,Sheng-Yin (SQP),11.0366,0.321028,0.185697,13.095
accuracy,B,3,500,20,2,15,SIR,20.0405,0.533877,0.193324,0.0
accuracy,B,3,500,20,2,15,OLS,23.6107,,0.265599,0.0
accuracy,B,3,500,20,2,16,dCor-PP (this thesis),9.8697,0.318522,0.203687,1.123
accuracy,B,3,500,20,2,16,Sheng-Yin (SQP),14.0173,0.334184,0.190554,13.372
accuracy,B,3,500,20,2,16,SIR,18.5326,0.445338,0.196785,0.0
accuracy,B,3,500,20,2,16,OLS,24.3849,,0.26507,0.0
accuracy,B,3,500,20,2,17,dCor-PP (this thesis),7.5258,0.242035,0.234039,1.115
accuracy,B,3,500,20,2,17,Sheng-Yin (SQP),6.0069,0.176853,0.186555,13.94
accuracy,B,3,500,20,2,17,SIR,14.2114,0.286903,0.202992,0.001
accuracy,B,3,500,20,2,17,OLS,18.5965,,0.300681,0.0
accuracy,B,3,500,20,2,18,dCor-PP (this thesis),4.9189,0.16949,0.217368,1.37
accuracy,B,3,500,20,2,18,Sheng-Yin (SQP),4.7354,0.147907,0.21506,7.226
accuracy,B,3,500,20,2,18,SIR,14.2357,0.314556,0.214277,0.0
accuracy,B,3,500,20,2,18,OLS,17.152,,0.318246,0.001
accuracy,B,3,500,20,2,19,dCor-PP (this thesis),9.5566,0.206813,0.217827,1.095
accuracy,B,3,500,20,2,19,Sheng-Yin (SQP),4.4167,0.136792,0.215167,12.578
accuracy,B,3,500,20,2,19,SIR,15.9422,0.345098,0.197912,0.0
accuracy,B,3,500,20,2,19,OLS,18.6546,,0.298491,0.0
accuracy,B,3,500,20,2,20,dCor-PP (this thesis),6.4665,0.220006,0.217645,1.217
accuracy,B,3,500,20,2,20,Sheng-Yin (SQP),7.3984,0.205888,0.192293,11.89
accuracy,B,3,500,20,2,20,SIR,18.8551,0.468032,0.173544,0.0
accuracy,B,3,500,20,2,20,OLS,23.1679,,0.242852,0.0
accuracy,B,3,500,20,2,21,dCor-PP (this thesis),8.1269,0.276547,0.221767,1.164
accuracy,B,3,500,20,2,21,Sheng-Yin (SQP),8.3966,0.245717,0.216921,9.972
accuracy,B,3,500,20,2,21,SIR,13.9195,0.355674,0.208013,0.0
accuracy,B,3,500,20,2,21,OLS,20.7511,,0.300718,0.0
accuracy,B,3,500,20,2,22,dCor-PP (this thesis),9.3437,0.16558,0.218832,1.034
accuracy,B,3,500,20,2,22,Sheng-Yin (SQP),4.7166,0.130378,0.194138,13.679
accuracy,B,3,500,20,2,22,SIR,14.456,0.288456,0.192114,0.0
accuracy,B,3,500,20,2,22,OLS,13.8507,,0.302656,0.001
accuracy,B,3,500,20,2,23,dCor-PP (this thesis),5.9323,0.202545,0.182151,1.194
accuracy,B,3,500,20,2,23,Sheng-Yin (SQP),3.9316,0.123008,0.181545,11.63
accuracy,B,3,500,20,2,23,SIR,15.1824,0.369987,0.167458,0.001
accuracy,B,3,500,20,2,23,OLS,17.256,,0.230474,0.0
accuracy,B,3,500,20,2,24,dCor-PP (this thesis),7.3488,0.252287,0.214293,1.189
accuracy,B,3,500,20,2,24,Sheng-Yin (SQP),7.3196,0.210199,0.211546,12.327
accuracy,B,3,500,20,2,24,SIR,15.3781,0.337995,0.204256,0.001
accuracy,B,3,500,20,2,24,OLS,22.0205,,0.290508,0.001
accuracy,C,1,100,6,1,0,dCor-PP (this thesis),14.8085,0.255588,0.337347,0.03
accuracy,C,1,100,6,1,0,Sheng-Yin (SQP),15.2173,0.26248,0.336394,0.053
accuracy,C,1,100,6,1,0,SIR,16.0149,0.275887,0.316829,0.0
accuracy,C,1,100,6,1,0,OLS,29.3746,0.490517,0.260301,0.0
accuracy,C,1,100,6,1,1,dCor-PP (this thesis),8.2517,0.143522,0.365433,0.028
accuracy,C,1,100,6,1,1,Sheng-Yin (SQP),4.4739,0.078005,0.362978,0.052
accuracy,C,1,100,6,1,1,SIR,7.3263,0.127519,0.336248,0.0
accuracy,C,1,100,6,1,1,OLS,34.2798,0.563235,0.287995,0.001
accuracy,C,1,100,6,1,2,dCor-PP (this thesis),6.1605,0.107314,0.358382,0.036
accuracy,C,1,100,6,1,2,Sheng-Yin (SQP),9.0689,0.157623,0.357086,0.05
accuracy,C,1,100,6,1,2,SIR,13.054,0.22587,0.344669,0.001
accuracy,C,1,100,6,1,2,OLS,24.232,0.410432,0.253783,0.0
accuracy,C,1,100,6,1,3,dCor-PP (this thesis),9.85,0.17107,0.406219,0.028
accuracy,C,1,100,6,1,3,Sheng-Yin (SQP),12.643,0.218875,0.404203,0.052
accuracy,C,1,100,6,1,3,SIR,12.2761,0.212623,0.383323,0.0
accuracy,C,1,100,6,1,3,OLS,29.1337,0.48685,0.346904,0.0
accuracy,C,1,100,6,1,4,dCor-PP (this thesis),16.0822,0.277016,0.265915,0.036
accuracy,C,1,100,6,1,4,Sheng-Yin (SQP),14.1307,0.244134,0.265003,0.054
accuracy,C,1,100,6,1,4,SIR,13.619,0.235464,0.25439,0.0
accuracy,C,1,100,6,1,4,OLS,61.438,0.8783,0.043232,0.0
accuracy,C,1,100,6,1,5,dCor-PP (this thesis),24.8433,0.420138,0.345747,0.038
accuracy,C,1,100,6,1,5,Sheng-Yin (SQP),19.9219,0.34074,0.343682,0.056
accuracy,C,1,100,6,1,5,SIR,13.3625,0.231111,0.278286,0.0
accuracy,C,1,100,6,1,5,OLS,58.3932,0.851665,0.247831,0.0
accuracy,C,1,100,6,1,6,dCor-PP (this thesis),14.7508,0.254616,0.324857,0.032
accuracy,C,1,100,6,1,6,Sheng-Yin (SQP),15.5657,0.268343,0.3166,0.056
accuracy,C,1,100,6,1,6,SIR,24.8134,0.419664,0.275754,0.001
accuracy,C,1,100,6,1,6,OLS,26.5306,0.446675,0.253505,0.0
accuracy,C,1,100,6,1,7,dCor-PP (this thesis),11.2571,0.195212,0.336251,0.034
accuracy,C,1,100,6,1,7,Sheng-Yin (SQP),14.031,0.242447,0.330798,0.055
accuracy,C,1,100,6,1,7,SIR,14.2613,0.246344,0.317552,0.0
accuracy,C,1,100,6,1,7,OLS,26.4754,0.445813,0.272589,0.0
accuracy,C,1,100,6,1,8,dCor-PP (this thesis),10.4481,0.181345,0.28161,0.056
accuracy,C,1,100,6,1,8,Sheng-Yin (SQP),10.5354,0.182843,0.280634,0.066
accuracy,C,1,100,6,1,8,SIR,16.219,0.279309,0.249027,0.0
accuracy,C,1,100,6,1,8,OLS,55.7652,0.826739,0.133853,0.0
accuracy,C,1,100,6,1,9,dCor-PP (this thesis),11.9915,0.207767,0.259288,0.034
accuracy,C,1,100,6,1,9,Sheng-Yin (SQP),11.2927,0.195821,0.249999,0.048
accuracy,C,1,100,6,1,9,SIR,15.8064,0.272388,0.24698,0.0
accuracy,C,1,100,6,1,9,OLS,33.2604,0.548446,0.139811,0.0
accuracy,C,1,100,6,1,10,dCor-PP (this thesis),10.6696,0.185145,0.286791,0.028
accuracy,C,1,100,6,1,10,Sheng-Yin (SQP),12.1118,0.209821,0.284105,0.056
accuracy,C,1,100,6,1,10,SIR,14.0667,0.243051,0.24141,0.0
accuracy,C,1,100,6,1,10,OLS,68.7862,0.932237,0.002944,0.0
accuracy,C,1,100,6,1,11,dCor-PP (this thesis),25.4978,0.430476,0.303642,0.027
accuracy,C,1,100,6,1,11,Sheng-Yin (SQP),20.5042,0.350277,0.301547,0.049
accuracy,C,1,100,6,1,11,SIR,15.4305,0.266069,0.284636,0.0
accuracy,C,1,100,6,1,11,OLS,26.9919,0.453864,0.293119,0.0
accuracy,C,1,100,6,1,12,dCor-PP (this thesis),18.422,0.316014,0.326545,0.031
accuracy,C,1,100,6,1,12,Sheng-Yin (SQP),20.9605,0.357724,0.324964,0.059
accuracy,C,1,100,6,1,12,SIR,21.7507,0.37057,0.27529,0.0
accuracy,C,1,100,6,1,12,OLS,84.7118,0.995744,0.060263,0.0
accuracy,C,1,100,6,1,13,dCor-PP (this thesis),15.38,0.265219,0.28635,0.031
accuracy,C,1,100,6,1,13,Sheng-Yin (SQP),14.0076,0.24205,0.283037,0.05
accuracy,C,1,100,6,1,13,SIR,17.6486,0.303178,0.247902,0.0
accuracy,C,1,100,6,1,13,OLS,18.8113,0.322452,0.239702,0.0
accuracy,C,1,100,6,1,14,dCor-PP (this thesis),5.8599,0.102096,0.324816,0.042
accuracy,C,1,100,6,1,14,Sheng-Yin (SQP),8.4918,0.147668,0.323893,0.055
accuracy,C,1,100,6,1,14,SIR,13.2452,0.229118,0.309119,0.0
accuracy,C,1,100,6,1,14,OLS,67.9163,0.926636,0.101062,0.0
accuracy,C,1,100,6,1,15,dCor-PP (this thesis),8.6511,0.150417,0.217699,0.029
accuracy,C,1,100,6,1,15,Sheng-Yin (SQP),10.1146,0.175618,0.217077,0.05
accuracy,C,1,100,6,1,15,SIR,11.5869,0.200853,0.215689,0.0
accuracy,C,1,100,6,1,15,OLS,65.5642,0.910426,0.013301,0.0
accuracy,C,1,100,6,1,16,dCor-PP (this thesis),12.6033,0.218199,0.300062,0.032
accuracy,C,1,100,6,1,16,Sheng-Yin (SQP),10.6435,0.184698,0.298115,0.058
accuracy,C,1,100,6,1,16,SIR,8.9611,0.155763,0.287585,0.0
accuracy,C,1,100,6,1,16,OLS,87.3735,0.998949,0.025993,0.0
accuracy,C,1,100,6,1,17,dCor-PP (this thesis),8.3874,0.145866,0.209906,0.041
accuracy,C,1,100,6,1,17,Sheng-Yin (SQP),14.732,0.254298,0.206161,0.053
accuracy,C,1,100,6,1,17,SIR,18.4986,0.317281,0.190503,0.0
accuracy,C,1,100,6,1,17,OLS,33.3109,0.549182,0.163022,0.0
accuracy,C,1,100,6,1,18,dCor-PP (this thesis),11.9587,0.207207,0.238845,0.034
accuracy,C,1,100,6,1,18,Sheng-Yin (SQP),12.1886,0.211131,0.236619,0.053
accuracy,C,1,100,6,1,18,SIR,13.4563,0.232703,0.23001,0.0
accuracy,C,1,100,6,1,18,OLS,63.8441,0.897598,0.025949,0.0
accuracy,C,1,100,6,1,19,dCor-PP (this thesis),15.6848,0.270345,0.296463,0.028
accuracy,C,1,100,6,1,19,Sheng-Yin (SQP),12.6382,0.218794,0.28891,0.054
accuracy,C,1,100,6,1,19,SIR,11.2864,0.195714,0.280958,0.0
accuracy,C,1,100,6,1,19,OLS,22.8443,0.388229,0.248019,0.0
accuracy,C,1,100,6,1,20,dCor-PP (this thesis),8.1329,0.141469,0.289747,0.026
accuracy,C,1,100,6,1,20,Sheng-Yin (SQP),11.8762,0.205797,0.285629,0.054
accuracy,C,1,100,6,1,20,SIR,16.0069,0.275753,0.268629,0.0
accuracy,C,1,100,6,1,20,OLS,87.5144,0.999059,0.017384,0.0
accuracy,C,1,100,6,1,21,dCor-PP (this thesis),12.2732,0.212574,0.327924,0.035
accuracy,C,1,100,6,1,21,Sheng-Yin (SQP),12.0818,0.209307,0.325599,0.05
accuracy,C,1,100,6,1,21,SIR,14.4847,0.250121,0.314685,0.0
accuracy,C,1,100,6,1,21,OLS,34.9931,0.573478,0.232422,0.0
accuracy,C,1,100,6,1,22,dCor-PP (this thesis),22.2009,0.377856,0.312849,0.026
accuracy,C,1,100,6,1,22,Sheng-Yin (SQP),21.6248,0.368526,0.309744,0.053
accuracy,C,1,100,6,1,22,SIR,11.9444,0.206963,0.292136,0.0
accuracy,C,1,100,6,1,22,OLS,48.4675,0.74858,0.222002,0.0
accuracy,C,1,100,6,1,23,dCor-PP (this thesis),7.2875,0.126849,0.290834,0.034
accuracy,C,1,100,6,1,23,Sheng-Yin (SQP),13.5317,0.233983,0.286616,0.053
accuracy,C,1,100,6,1,23,SIR,11.6052,0.201167,0.27782,0.0
accuracy,C,1,100,6,1,23,OLS,50.3897,0.770398,0.169208,0.0
accuracy,C,1,100,6,1,24,dCor-PP (this thesis),8.7629,0.152346,0.346383,0.032
accuracy,C,1,100,6,1,24,Sheng-Yin (SQP),9.6425,0.1675,0.345179,0.054
accuracy,C,1,100,6,1,24,SIR,7.2014,0.125358,0.337175,0.0
accuracy,C,1,100,6,1,24,OLS,70.1846,0.94079,0.020915,0.0
accuracy,C,1,100,6,1,25,dCor-PP (this thesis),7.4282,0.129284,0.271517,0.03
accuracy,C,1,100,6,1,25,Sheng-Yin (SQP),9.6749,0.168057,0.270962,0.069
accuracy,C,1,100,6,1,25,SIR,11.9308,0.206729,0.263927,0.0
accuracy,C,1,100,6,1,25,OLS,75.552,0.968375,0.049575,0.0
accuracy,C,1,100,6,1,26,dCor-PP (this thesis),18.7238,0.321006,0.335562,0.032
accuracy,C,1,100,6,1,26,Sheng-Yin (SQP),18.5675,0.318422,0.332507,0.059
accuracy,C,1,100,6,1,26,SIR,8.9865,0.156202,0.317738,0.0
accuracy,C,1,100,6,1,26,OLS,42.7347,0.678605,0.240678,0.001
accuracy,C,1,100,6,1,27,dCor-PP (this thesis),7.4659,0.129937,0.282041,0.036
accuracy,C,1,100,6,1,27,Sheng-Yin (SQP),11.7258,0.203228,0.279233,0.049
accuracy,C,1,100,6,1,27,SIR,9.4882,0.164844,0.265329,0.0
accuracy,C,1,100,6,1,27,OLS,51.4359,0.781911,0.121284,0.0
accuracy,C,1,100,6,1,28,dCor-PP (this thesis),9.251,0.160761,0.266894,0.029
accuracy,C,1,100,6,1,28,Sheng-Yin (SQP),11.2362,0.194853,0.263586,0.053
accuracy,C,1,100,6,1,28,SIR,11.2999,0.195944,0.237727,0.0
accuracy,C,1,100,6,1,28,OLS,17.0082,0.292509,0.216038,0.0
accuracy,C,1,100,6,1,29,dCor-PP (this thesis),10.7436,0.186413,0.318072,0.02
accuracy,C,1,100,6,1,29,Sheng-Yin (SQP),10.2127,0.177303,0.317916,0.048
accuracy,C,1,100,6,1,29,SIR,10.067,0.1748,0.312927,0.0
accuracy,C,1,100,6,1,29,OLS,27.5032,0.461798,0.288075,0.0
accuracy,C,1,100,6,1,30,dCor-PP (this thesis),11.0601,0.191838,0.251197,0.033
accuracy,C,1,100,6,1,30,Sheng-Yin (SQP),14.5899,0.251899,0.243752,0.051
accuracy,C,1,100,6,1,30,SIR,22.4203,0.381398,0.215352,0.001
accuracy,C,1,100,6,1,30,OLS,52.5078,0.793437,0.087748,0.0
accuracy,C,1,100,6,1,31,dCor-PP (this thesis),12.4531,0.21564,0.304439,0.034
accuracy,C,1,100,6,1,31,Sheng-Yin (SQP),10.7057,0.185764,0.303109,0.053
accuracy,C,1,100,6,1,31,SIR,8.9945,0.15634,0.289439,0.0
accuracy,C,1,100,6,1,31,OLS,70.3743,0.941907,0.052094,0.0
accuracy,C,1,100,6,1,32,dCor-PP (this thesis),11.9395,0.206879,0.338794,0.041
accuracy,C,1,100,6,1,32,Sheng-Yin (SQP),11.2507,0.195101,0.337965,0.054
accuracy,C,1,100,6,1,32,SIR,14.9716,0.25834,0.326345,0.0
accuracy,C,1,100,6,1,32,OLS,32.5324,0.537777,0.261281,0.0
accuracy,C,1,100,6,1,33,dCor-PP (this thesis),8.5437,0.148564,0.329997,0.031
accuracy,C,1,100,6,1,33,Sheng-Yin (SQP),10.2208,0.177442,0.328168,0.055
accuracy,C,1,100,6,1,33,SIR,6.1705,0.107488,0.305249,0.0
accuracy,C,1,100,6,1,33,OLS,34.6438,0.568473,0.185639,0.0
accuracy,C,1,100,6,1,34,dCor-PP (this thesis),13.1164,0.22693,0.321638,0.032
accuracy,C,1,100,6,1,34,Sheng-Yin (SQP),15.8369,0.2729,0.320547,0.051
accuracy,C,1,100,6,1,34,SIR,14.4934,0.250269,0.309054,0.0
accuracy,C,1,100,6,1,34,OLS,25.1935,0.425676,0.285817,0.0
accuracy,C,1,100,6,1,35,dCor-PP (this thesis),12.6918,0.219707,0.256094,0.037
accuracy,C,1,100,6,1,35,Sheng-Yin (SQP),16.4414,0.283035,0.253667,0.06
accuracy,C,1,100,6,1,35,SIR,10.4791,0.181876,0.223137,0.0
accuracy,C,1,100,6,1,35,OLS,81.1295,0.988039,0.011054,0.0
accuracy,C,1,100,6,1,36,dCor-PP (this thesis),10.8038,0.187447,0.273531,0.035
accuracy,C,1,100,6,1,36,Sheng-Yin (SQP),10.3036,0.178863,0.270872,0.052
accuracy,C,1,100,6,1,36,SIR,8.7913,0.152835,0.272898,0.0
accuracy,C,1,100,6,1,36,OLS,22.9279,0.389572,0.215946,0.0
accuracy,C,1,100,6,1,37,dCor-PP (this thesis),11.4677,0.198815,0.275325,0.033
accuracy,C,1,100,6,1,37,Sheng-Yin (SQP),12.3212,0.213391,0.273493,0.05
accuracy,C,1,100,6,1,37,SIR,13.0218,0.225322,0.260033,0.0
accuracy,C,1,100,6,1,37,OLS,45.6743,0.715379,0.078448,0.0
accuracy,C,1,100,6,1,38,dCor-PP (this thesis),23.3928,0.397032,0.366166,0.026
accuracy,C,1,100,6,1,38,Sheng-Yin (SQP),20.0594,0.342994,0.36306,0.06
accuracy,C,1,100,6,1,38,SIR,11.2712,0.195452,0.347864,0.0
